source	target
AES	GNAI2
PFN1	SNCG
PFN1	LOC115648
PFN1	C11orf51
PFN1	ZNF320
PFN1	AP2S1
PFN1	LGALS9
YIF1A	PRDX4
PFKL	RANBP3
AKR1C3	TRIM6
AKR1C3	HACL1
AKR1C3	RGS20
AKR1C3	TUBB2A
AKR1C3	SLC22A12
AKR1C3	PPAP2A
AKR1C3	PSCD2
FAM116A	PNN
FAM116A	KIAA1370
LOC653879	LOC100133511
C12orf41	FLJ90757
CHL1	TPST1
CHL1	SNAI2
SATL1	MRPS25
SATL1	TAF8
FAM39DP	MGC52000
MYL6B	MNT
ZNF671	ZNF154
SEMA6A	KLHL3
SEMA6A	C1orf21
S100A6	CD63
S100A6	LOXL4
DHX32	NKIRAS1
DHX32	FAF2
DHX32	C19orf2
ZNF786	C6orf89
ZNF786	HBXIP
ZNF786	GPX4
ZNF786	N4BP2
C14orf132	ELOVL4
C14orf132	SPG3A
CORO1A	GPSM3
CORO1A	F5
CORO1A	LOC606724
CORO1A	PSD4
SERINC3	MLF1
SERINC3	RCADH5
SERINC3	TSNAX
GLUD1	GPR126
UBE2J1	XPNPEP1
LOC400578	MGC102966
LOC400578	LOC651397
C16orf42	DAZAP2
C16orf42	TMEM222
C16orf42	NLE1
C16orf42	VEGFB
MAF1	BCL7A
UBAC2	GAPVD1
UBAC2	AHDC1
NTRK2	LOC399959
C9orf90	CSNK1D
PON2	TOMM20L
LUZP1	FMNL3
TSC2	HCCA2
TSC2	SYDE1
SETD1A	IRF2BP1
SETD1A	LOC642255
SETD1A	TSPYL2
PTK2	FAM84B
PTK2	CADPS2
PTK2	ZNF532
PTK2	TSPYL3
PTK2	MKLN1
PTK2	JAM3
PTK2	RASL12
PTK2	NASP
PTK2	B3GALNT1
PTK2	GPM6B
PTK2	SEMA5A
PCCA	MRPS30
PCCA	HIBADH
PCCA	PTPLAD1
SNX27	MGC5457
SNX27	TTF2
MARCKSL1	EPHB1
RNF14	IQCG
CLMN	CHCHD3
CLMN	MVK
VGLL3	ADAM22
VGLL3	TNFRSF11B
VGLL3	C5orf23
CAMLG	CASC1
CAMLG	DHRS7
CAMLG	MXI1
CD86	IL10RA
CD86	ARHGEF16
CD86	TLR7
CD86	LY96
CD86	LPXN
CD86	CD33
CD86	C1orf162
CD86	PLEK
CD86	SYK
CD86	EBI2
CD86	NLRP3
TNRC6A	DSTYK
ASF1A	FUBP1
LOC346887	HSPA1B
YIPF5	EXT1
YIPF5	ZNF611
YIPF5	OGN
CNIH4	TIMM8A
LOC389599	CALM3
ZC3H14	C19orf64
ITGB1	SKP1A
ITGB1	OSBPL9
CD68	CAPG
CD68	CD300C
CD68	CD4
CD68	EVI2A
CD68	LHFPL2
CD68	PTPRO
ZNF703	MINK1
DBT	MTIF2
DBT	MOGAT1
DBT	LOC641705
DBT	LOC100134711
AQP9	LILRA3
AQP9	MNDA
AQP9	HAL
AQP9	ARHGAP9
AQP9	SLC22A4
CCR7	ICOS
RPS6KA1	PARVG
RPS6KA1	GMFG
RPS6KA1	ITGAX
PTPN7	BAZ2A
PTPN7	FSD1
PTPN7	LOC644686
PTPN7	TREX1
PTPN7	LOC388630
B3GNT6	FTO
MT1G	MT1H
FREM1	ANKRD35
DBP	ENC1
DBP	C1orf51
BOP1	VCP
BOP1	DGKQ
BOP1	LZTR1
C20orf94	BPTF
EIF3B	DLEU2
EIF3B	LONP1
EIF3B	ATP5SL
ITPK1	MAP2K2
ITPK1	PPARD
ITPK1	ACBD4
ITPK1	ADCK1
ITPK1	KRTAP10-2
ITPK1	APBB1IP
ITPK1	INF2
ITPK1	MARCH2
LAMB3	NEIL2
LAMB3	SLC7A4
LAMB3	MYEOV
LOC440160	LOC100131139
MGC71993	RNASEK
CEBPA	PLEKHG6
CEBPA	FOXP4
DOCK1	MBTPS1
PITPNA	TRMT2A
CNOT7	PDZD8
CNOT7	HECTD1
CNOT7	RCHY1
CNOT7	ARHGAP12
CNOT7	LOC648695
PMVK	RNFT2
LOC642210	ASB13
LOC642210	LOC100133607
MLL4	ZNF282
MLL4	BRD1
MLL4	XKR8
MLL4	LOC100133916
SLC25A37	C19orf22
HGS	NDEL1
LOC653232	LOC647436
LOC653232	NRN1
LOC653232	LOC391370
LOC653232	LOC100132673
LOC653232	LOC100130624
LMF2	CDC42BPB
LMF2	LOC642412
LMF2	CHMP1A
LMF2	PLXNB2
LMF2	C14orf32
LMF2	LRFN4
LMF2	MAPK8IP3
LMF2	SH2B1
LMF2	PCIF1
LMF2	LRDD
LMF2	OTUB1
LMF2	PARP6
LMF2	RAB43
LMF2	RFNG
LMF2	RIOK1
PAQR3	BBS7
PAQR3	SMC2
ACOT2	ACOT1
CCDC132	WWC2
SLC19A3	RPUSD4
SLC19A3	CABC1
SLC19A3	ORC2L
SLC19A3	EPB41L4B
ATL2	IPO5
LGI4	HRC
LGI4	ATP1B2
ACD	WDR8
ACD	RUSC2
ACD	C16orf5
PACS1	MTA1
PACS1	LRRC8A
PACS1	C9orf69
PACS1	PARVB
RAB7A	PCBP1
RAB7A	PARP1
NAGK	TMEM149
SPRR1A	ANKRD22
NSMAF	STXBP5
NPC2	CTSL2
TPM1	CRISPLD2
TPM1	PPP1R12B
LOC644043	CNN3
LOC644043	DIMT1L
LOC644043	FOXM1
CD302	LMAN2
GORASP1	FLJ27365
GORASP1	KIAA0415
MED27	HEATR3
FLJ20254	TMEM214
TRAPPC1	CLTB
TRAPPC1	PLXNA1
TRAPPC1	CORO1B
POLM	FOXC2
LILRA2	TREM1
MOBKL2B	UBR7
LOC654342	LOC645166
F13A1	STAB1
IGBP1	TIMM9
ECT2	ITGB3BP
ECT2	RAP2C
ECT2	TTK
MTMR6	UBE2Q2
MTMR6	PRRC1
MTMR6	HS2ST1
MTMR6	MAK16
MTMR6	LOC650132
MTMR6	ACSL4
MTMR6	CCDC132
MMP25	CXCR1
MMP25	CYP4F3
MMP25	CSF3R
MARCH7	NFXL1
MARCH7	LOC203547
MARCH7	ZNF800
MARCH7	CAND1
MARCH7	MAPK6
MARCH7	STAG1
MARCH7	ZBED5
MDFIC	CLINT1
MDFIC	KIAA1285
MDFIC	ECM2
HOXD1	FAM181B
UBE2W	SCML2
UBE2W	STRADB
UBE2W	PM20D1
UBE2W	GPX8
UBE2W	ERO1LB
UBE2W	HSPD1
LIPT1	PTPRN2
SIK1	APOLD1
SIK1	CEBPD
TIAL1	LOC727833
DMGDH	N4BP2L2
LIPA	NRIP3
ECHS1	CPT2
ECHS1	DECR1
ECHS1	HIGD2A
ECHS1	SLC14A1
ECHS1	LOC285095
ECHS1	PQLC3
ECHS1	AIFM1
ECHS1	C9orf24
UQCRHL	FAM44B
UQCRHL	ZMIZ1
UQCRHL	MRPL9
UQCRHL	LOC729769
UQCRHL	FER1L3
UQCRHL	MSRB3
CYP20A1	RGNEF
NPY5R	NLGN1
SETDB1	ZNF581
ATG5	LOC285550
ATG5	C14orf159
COX15	LOC730323
COX15	PARP3
ITPA	ATAD2
MRPS28	GRHPR
MRPS28	C8orf38
HPS6	TRIM68
HPS6	ZNF319
HPS6	C2orf44
HPS6	C6orf47
HPS6	MOBKL2C
HPS6	ZKSCAN4
HPS6	HOXB2
HPS6	POM121C
CDKN1C	FRMD1
CDKN1C	ZNF524
TSPAN4	VDAC1
TSPAN4	LOC100134361
ARHGAP17	FAM129B
ARHGAP17	COL16A1
ARHGAP17	SLU7
ARHGAP17	NENF
TSPAN32	LOC441081
ERAL1	GLTPD1
ERAL1	AP3D1
C20orf177	RNF170
C20orf177	BRPF1
MLLT6	ZNF783
MLLT6	SDHAP2
SPHAR	TMEM144
SPHAR	LOC727914
UQCRC2	PTRF
UQCRC2	LOC730107
UQCRC2	ALDH6A1
ETFA	TOB1
ETFA	TFAM
ETFA	LOC145783
ETFA	CRLS1
ETFA	CD36
ETFA	MRPL39
ETFA	RHOT1
ETFA	TPD52L1
ADAM10	ZBED4
MFSD3	AARS
MFSD3	B4GALT7
MFSD3	POP5
MFSD3	BCKDK
MFSD3	LHPP
MFSD3	ZC3HC1
MFSD3	C8orf55
MFSD3	NICN1
MFSD3	MSRA
MFSD3	NCLN
MFSD3	ABCC6P2
MFSD3	IFI27L1
MFSD3	LOC100133328
MFSD3	C17orf90
MFSD3	CLCNKA
MFSD3	LRRC58
MFSD3	NLRX1
MFSD3	PTGES2
DAZAP2	PATL1
DAZAP2	LOC646481
DAZAP2	RAB27A
LSM3	LOC647302
FBL	LSM2
ZNF616	ZNF260
CDH5	TMEM16B
CDH5	CD93
CDH5	EPAS1
CDH5	PPP1R16B
CDH5	CTNNBIP1
CKS1B	PLIN
CKS1B	LOC727866
CKS1B	TMEM116
CTSA	GFM1
CTSA	NAGPA
CTSA	MSH6
CTSA	MCOLN1
CTSA	C22orf25
LOC730820	LYRM7
FH	NANP
FH	CRKL
FH	ATP5C1
FH	NDUFA4
FH	GBAS
FH	COX7B
MAF	PAQR7
MAF	SLC16A5
MRPL38	FBXW5
MRPL38	ZWILCH
SEPX1	ICAM3
LOC729446	H3F3B
LOC729446	SNORA12
NFKBIZ	MIR21
PTGES3	LOC652082
PTGES3	LOC100129960
PTGES3	C1orf43
PTGES3	LOC100129585
PTGES3	LOC143543
VGLL1	FAM75B
TNC	FREQ
TNC	DNAJB5
HADH	MTHFD2L
HADH	DNAJA3
HADH	MKX
HADH	C5orf62
HADH	TIGD5
HADH	PCCA
HADH	C12orf39
HADH	CCNF
HADH	ECHDC3
HADH	CECR4
HADH	TMLHE
HADH	UBL5
CCL2	PLAU
CCL2	CCL8
CCL2	SIDT1
CCL2	ICAM1
ZFAND3	PIGZ
EHD4	RBP5
PTPRO	SLC36A1
TNNT3	CDH12
TRIP12	LOC653382
TRIP12	ZC3H15
NQO1	APOE
NQO1	SYNC
NQO1	P2RX6
NQO1	CDK2AP1
NQO1	CES1
NQO1	FTL
NQO1	GPLD1
NQO1	PCK2
ESD	NT5DC1
E4F1	HIRIP3
E4F1	CCDC106
E4F1	TEAD4
E4F1	FBXO18
E4F1	RNF216
E4F1	R3HCC1
E4F1	POLB
E4F1	NT5C
E4F1	NENF
E4F1	RRAGB
E4F1	WWP2
NIPA2	MOBK1B
PHF2	LGI4
PHF2	DGKD
PHF2	UNC84A
PHF2	LOC100130190
PHF2	RERE
CRTAP	LPIN2
CRTAP	RAB6B
CRTAP	C10orf39
CRTAP	TNMD
CRTAP	AAGAB
CRTAP	IGSF1
CRTAP	PEMT
CRTAP	UBE2W
TMEM120B	TBC1D24
ABCA9	PLAT
ABCA9	ABCA8
ABCA9	LAMA2
SETBP1	HAND2
POLR2I	LOC388969
POLR2I	PACSIN3
POLR2I	APOM
POLR2I	MYL5
LRCH2	FAM162B
LRCH2	ZNF10
LRCH2	KCNAB1
LRCH2	NEDD4
LOC645385	LOC645436
ZFP36	LOC645558
ZFP36	KLF2
DECR1	ACAA2
BAZ2B	LEPREL1
BAZ2B	UBR2
BAZ2B	ZNF615
BAZ2B	SS18L1
BAZ2B	USP37
BAZ2B	TAF10
BAZ2B	LEMD3
BAZ2B	RTTN
BAZ2B	ANGEL2
BAZ2B	ZNF518A
BAZ2B	ZNF187
BAZ2B	ABCA1
BAZ2B	KBTBD2
BAZ2B	KIAA1712
BAZ2B	ZNF322A
BAZ2B	BCLAF1
BAZ2B	FAM117B
BAZ2B	SHPRH
C6orf115	BCL6
C6orf115	CKS2
C6orf115	MAP2K5
TULP4	HOOK2
TULP4	PDZD2
SRFBP1	LOC728758
PTMS	FKBP10
PTMS	POLM
PTMS	CHST14
PTMS	AGRN
PTMS	C9orf38
PTMS	ZNF490
PTMS	AGGF1
TAF10	AEBP2
TAF10	LOC100127983
TAF10	LOC644237
LOC255326	LOC399715
GRPEL2	POLS
HSPB6	FBXL8
HSPB6	RNPEPL1
HSPB6	ABHD4
HSPB6	C14orf43
MAGT1	LOC646100
MAGT1	LOC399900
MAGT1	SNORD4B
MAGT1	NFIA
MAGT1	WHDC1L1
MAGT1	HIATL2
MAGT1	C15orf63
VPS18	PRPF19
PPARBP	UBE2B
PPARBP	CASC3
PPARBP	ZNF281
PPARBP	WDR45L
PPARBP	TMBIM6
PPARBP	MIS12
PPARBP	EFHA1
PPARBP	SND1
PPARBP	ZNF12
PPARBP	C7orf36
PPARBP	VAV2
PPARBP	DPYD
PPARBP	LOC440280
PPARBP	TLK1
PPARBP	BRE
PPARBP	CPSF2
PPARBP	ERGIC3
PPARBP	RMI1
PPARBP	USP33
IL18RAP	KCNJ15
IL18RAP	CD96
KPNA2	MARS
KPNA2	HSPBL2
KPNA2	LOC100130003
LOC645600	LOC654000
TIMP2	FAM46A
TIMP2	SH3PXD2B
TIMP2	SMO
TIMP2	CC2D2A
TIMP2	MRPS18B
TIMP2	SLC37A3
TIMP2	VIT
ARD1A	LOC100134571
ARD1A	SCAMP3
SAFB	LOC730316
SAFB	DENND2A
SAFB	FAM120B
SAFB	GMEB2
SAFB	B4GALT3
SAFB	ZNF653
SAFB	SNX27
SAFB	NOTCH1
SAFB	FAM131A
SAFB	YTHDF2
SAFB	KIAA1539
SAFB	RAB11FIP5
SAFB	PRR14
SAFB	VGLL4
SAFB	EEF2K
SAFB	LYPLA2P1
SAFB	MGC57359
SAFB	RBM10
SAFB	UBE2E3
ANAPC11	SH3BGRL
ANAPC11	CALB2
ANAPC11	FOXRED1
ANAPC11	TRAPPC6A
ANAPC11	ABHD14A
ANAPC11	RUVBL2
ANAPC11	FLJ25006
ANAPC11	FAM32A
ANAPC11	ZDHHC4
MBOAT7	CFP
MBOAT7	ZDHHC18
MBOAT7	UNC13D
LOC728452	LOC441066
DUSP19	LMOD3
DUSP19	MYO3B
DUSP19	SHROOM4
DUSP19	LRRFIP1
DUSP19	CREB1
DUSP19	ZNF69
CCT6A	LOC650698
CCT6A	LOC100128392
CCNT2	PPAT
CCNT2	PAPD4
CCNT2	ZFX
CCNT2	C5orf24
CCNT2	GABPA
CCNT2	ZNF295
CCNT2	MORC3
CCNT2	TAPBPL
CCNT2	CCDC117
CCNT2	CNOT6
CCNT2	MIR219-2
CCNT2	CSNK1G3
CCNT2	CTDSPL2
CCNT2	JMJD1C
CCNT2	NUFIP1
CCNT2	SFRS3
CCNT2	UBL7
JMJD1A	RRP1B
JMJD1A	C15orf44
SF3B4	SMARCD1
VPS72	LCLAT1
HLF	PER3
HLF	PDK2
HLF	LONRF1
HLF	DBP
HLF	TATDN2
HLF	MSC
HLF	KIAA1107
HLF	C1orf51
HLF	ACTN1
HLF	CCDC50
HLF	FAM13A
HLF	KIAA1737
VEGFB	SETD8
VEGFB	PELP1
VEGFB	ACTL6A
VEGFB	RAD23A
VEGFB	LOC100133747
VEGFB	MYH14
VEGFB	SIRT2
VEGFB	ZNF700
MYH9	FLNB
MYH9	C10orf2
MYH9	MDN1
MYH9	IGFBP7
EIF4A1	MAT2A
EIF4A1	PIGW
EIF4A1	LOC728698
EIF4A1	SNORD10
EIF4A1	NIPA2
NOP2	ORC3L
NOP2	PLXNA2
ANAPC5	MSH6
ANAPC5	VPS33B
ANAPC5	MIR1974
L2HGDH	SLC25A23
HACL1	LOC387790
USP33	WWP1
USP33	PVRL2
DARC	LPCAT4
DARC	PDIA5
DARC	MLPH
DARC	IL33
DARC	LOC199800
DARC	CCL23
DARC	OLFM1
RSL1D1	LOC642017
RSL1D1	CCDC49
RSL1D1	LOC644761
RSL1D1	SIVA1
NLRX1	CYP46A1
NLRX1	TBC1D16
CSNK2A2	SIRT5
CILP	LOC729254
CILP	C17orf47
OTUB1	MPND
ARF4	LOC649604
ARF4	WDR61
ARF4	IGSF10
ARF4	C2orf86
ARF4	DAD1
ARF4	PIGB
ARF4	ODC1
ARF4	PSMC2
ARF4	C1orf128
ARF4	BPGM
ARF4	LOC728098
ARF4	FAM177A1
ARF4	HM13
ARF4	KDELR3
ARF4	SEC61G
ARF4	TXN
ZFP2	ZNF84
GTF3C5	FAM98C
IFI44L	HERC6
IFI44L	XAF1
IFI44L	IFI44
LOC645362	LOC729339
LOC645362	LOC729372
LGALS1	C7
LGALS1	PMVK
LGALS1	DAD1
LGALS1	VPRBP
LGALS1	BLOC1S2
LGALS1	MYL6
ANKRD57	SYNJ2
PLCB2	GMIP
TMEM123	CMTM6
TMEM123	CBFB
TMEM123	ATP7A
TMEM123	LOC729964
TMEM123	ADAM10
TMEM123	TAP2
NPEPL1	FBXW4
NPEPL1	PPOX
NPEPL1	KIAA1641
NPEPL1	LOC146517
NPEPL1	PNMA3
NPEPL1	LOC647150
GRN	SEMA3G
GRN	CREG1
GRN	FCGRT
GRN	LBP
GRN	PLA2G15
GRN	MAN2B1
GRN	C19orf28
GRN	P2RX4
GRN	C14orf109
GRN	UBXN11
LOC643007	LOC643779
LOC643007	LOC442270
RGS3	RWDD2A
RGS3	NET1
C2orf30	SDC2
LYSMD2	SNX8
SESTD1	OSGIN2
SESTD1	SEMA3A
SESTD1	LOC728648
SESTD1	FNDC3B
SESTD1	GSN
SESTD1	KHDRBS3
SESTD1	PLOD2
SETD3	C6orf52
SETD3	SAP18
SETD3	LOC643293
SETD3	TMEM159
LY96	IFI16
LY96	HOXB8
LY96	MAZ
LY96	TLE4
PPP4R1	C22orf39
LOC645550	LOC645743
LOC645550	LOC645362
LOC645550	LOC100132048
NIN	UTP6
SEC31A	EXTL2
CCDC12	FAM96B
XPO1	PIGN
INTS12	GPN1
MLL3	RHBDL1
MLL3	SPTLC2
MLL3	ACAP2
SIGLEC1	STAB1
RGS17	KIAA1107
GGNBP2	ARID3A
GGNBP2	CAPN1
GGNBP2	TSG101
SUMO3	ERLIN1
SUMO3	GNB1
DEFA1B	CAMP
CLPP	POLR2I
CLPP	MRPS24
USP3	PLCL2
ASXL1	C3orf18
ASXL1	FLJ26850
ASXL1	SSR3
ASXL1	OCRL
ASXL1	UNC45A
ASXL1	ZNF629
EI24	ANAPC4
EI24	LOC100129866
EI24	ASNS
EI24	HPS4
EDF1	IMPDH2
EDF1	ZNF259
EDF1	C7orf20
EDF1	SNHG7
C19orf52	C9orf6
SCRG1	PDZRN4
GPIHBP1	CA4
GPIHBP1	LRRN2
GPIHBP1	CLDN5
GPIHBP1	PRAGMIN
GPIHBP1	LOC100133627
GPIHBP1	ANO2
FLOT2	OPRL1
CD1B	CHI3L2
TBCA	CNIH
C12orf35	AGTPBP1
HMBS	NUTF2
HMBS	IRF8
HMBS	LOC650518
HMBS	IGBP1
HMBS	ORAI3
HMBS	GORASP2
HMBS	SMARCA4
HMBS	MTP18
HMBS	LOC100129673
HMBS	ODZ4
HMBS	BBS2
HMBS	MRPS12
HMBS	NME1
HMBS	TMEM189
FAM10A4	DC36
FAM10A4	RNF32
NECAP1	RBM22
NECAP1	USP42
UNC45A	FLOT1
UNC45A	ST6GALNAC6
UNC45A	C1orf66
UNC45A	ARHGAP10
UNC45A	AKAP8L
UNC45A	NEURL4
UNC45A	WASH5P
UNC45A	GSTCD
EFCAB3	LOC100133744
RPL14	SNHG8
ZSCAN2	GPIHBP1
SCRIB	HCFC1
SCRIB	STRA13
SCRIB	ABCB9
SCRIB	MCRS1
MAP3K5	RGS17
MAP3K5	TERF1
IREB2	DMPK
IREB2	FLJ41603
CACYBP	LOC643438
CACYBP	LETM1
CACYBP	SLC1A3
CHODL	PTCHD3
CD248	GLIPR2
CD248	NEK6
CD248	GCNT2
CD248	TMEM160
CD248	LOC648470
CD248	S100A6
CD248	DNAJB11
CD248	RAB7B
CD248	TAX1BP3
CD248	ENOSF1
CD248	LIN7A
CD248	ABCC3
CD248	GLB1
CD248	PCDH7
CD248	S100A4
FAM65B	SIGLEC10
FAM65B	PI3
FAM65B	NFE2
FAM65B	MMP25
FAM65B	FRAT2
FAM65B	LTB
FAM65B	TLR10
LOC650646	LOC728937
HSPC047	LOC100134584
LOC146909	LOC649853
GTF2H1	PIP5K1B
GTF2H1	LOC388080
GTF2H1	C14orf104
GTF2H1	PFDN4
NUSAP1	CCNA2
TNRC6B	TBC1D3C
TNRC6B	SEC22B
TNRC6B	DCAKD
TNRC6B	LOC389168
TYW3	ASNSD1
C5orf44	C5orf37
DOM3Z	TSTA3
LOC402509	SLC29A4
DDX19A	LOC388681
DDX19A	DNAJB1
DDX19A	C21orf51
DDX19A	NSUN5B
MEA1	CENPBD1
PPP1R16B	PRKCH
CALU	CREB3L2
CALU	FAM176B
CALU	ITGAV
INF2	CPNE2
INF2	PITPNB
FAM21C	LOC653450
TAF6L	VPS11
PHF20L1	SNORA62
PHF20L1	LOC100130289
ZNF444	MRPS10
ZNF444	BCL7C
NMD3	SKIV2L2
NMD3	ZNF138
NMD3	LOC652685
NMD3	TRIM8
NMD3	C2orf37
NMD3	SLC39A1
MAOB	IKBIP
LEMD3	WASL
LEMD3	ZC3H12C
HDAC1	C17orf68
ADAM9	CTSZ
ADAM9	SNX2
ADAM9	ATG4C
ADAM9	TRAM1
ADAM9	SLC41A2
ADAM9	RIPK2
ADAM9	HPS3
OLFML3	VANGL2
PGA3	PGA5
C5orf54	C9orf40
C5orf54	ZFP112
XRN2	CFDP1
MOGS	LOC645937
MOGS	SLC35B2
MOGS	KIAA1967
MOGS	KIAA0082
MOGS	HHLA3
TNFAIP2	MBOAT1
TNFAIP2	C10orf65
TNFAIP2	ATHL1
TNFAIP2	CORO7
RAB33B	RANGRF
RAB33B	GBP3
RAB33B	TOX4
RAB33B	VPS26
RAB33B	GTF2H1
RAB33B	HAT1
RAB33B	REL
SYNCRIP	DNAJC3
SYNCRIP	LOC221442
MOSPD1	LOC728207
STK35	TLE3
STK35	CDGAP
BRP44	CDC2L6
BRP44	GYS1
BRP44	COQ2
BRP44	ARGLU1
BRP44	NMB
BRP44	DHRS11
SLC35B1	MRPS23
SLC35B1	DCTD
C6orf188	FAM26E
LOC158160	CTBP2
LOC645236	SEC11C
LOC645236	LOC644033
EIF4EBP2	MOCS1
EIF4EBP2	ANTXR2
LDHB	PTGER3
LDHB	ST6GALNAC3
CTDSP1	FAM113A
CTDSP1	SETD1B
CTDSP1	RCE1
C20orf45	LOC730820
CLDN5	WSCD1
TMEM22	CYCSP52
OGFR	MMP14
PUM2	ZNF782
PUM2	PEX1
PUM2	C9orf102
PUM2	TOP2B
PSMD4	LOC283849
PSMD4	PIPSL
PSMD4	APBA3
PSMD4	GOLGA2
PSMD4	LOC100131785
PSMD4	CBY1
PSMD4	CPNE1
PSMD4	PQBP1
PSMD4	SCNM1
INPPL1	LOC651380
GHITM	COQ5
GHITM	TFDP2
CXCL16	SLAMF8
CXCL16	ST14
CXCL16	C5orf20
CXCL16	HS3ST2
CXCL16	NPC2
CXCL16	SLC29A3
CXCL16	ALDH3B1
CXCL16	TM6SF1
CXCL16	C22orf9
CXCL16	HLA-DMB
CXCL16	OSBPL3
PCBP4	HDAC6
YWHAH	MAPRE1
YWHAH	C21orf81
YWHAH	ETV5
FNTB	SNX3
FNTB	C11orf67
FNTB	WASF3
FNTB	C3orf1
COPZ1	EDNRB
WDR5	TSEN54
PMPCB	C1orf52
PMPCB	MFSD6
PMPCB	SCML1
ALDH3B1	ENPEP
ALDH3B1	CCL19
ALDH3B1	PLAUR
PELP1	PDCL
PELP1	NAT6
PELP1	FIZ1
GDE1	FAM50B
C5orf4	MGC16169
GPR116	CLEC1A
GPR116	KIAA1217
GPR116	LNX1
GPR116	LDB2
GPR116	F8
FBP1	SLC26A11
NDUFS1	CEPT1
SCAMP1	SNRPC
PRC1	PLK4
NR2C1	ANKRA2
PA2G4	FXR2
SEPT7	SFRS11
SEPT7	VPS33A
SEPT7	LOC649801
SEPT7	SPHAR
SEPT7	RAB33B
SEPT7	KIAA1033
SEPT7	BIVM
SEPT7	ADI1
SEPT7	TEAD3
SEPT7	LOC731751
SEPT7	RAP1BL
SEPT7	LOC392635
SEPT7	CD46
SEPT7	HMGB1L1
SEPT7	LAMA4
SEPT7	PLAGL1
SEPT7	PRKDC
SEPT7	PURA
MSH6	ZBTB33
MSH6	GOLGA3
MSH6	PRPSAP2
PPP2R4	TLN1
PPP2R4	EPN1
CENPV	PHF17
NOTCH1	ZNF419
LOC400879	LOC440160
LOC400879	LOC642477
LOC400879	FLJ39632
CRYAB	SOD1
CRYAB	HSPB2
CRYAB	PSMD7
CRYAB	FTHL7
CRYAB	CD151
TPP1	LRRC33
TPP1	RAB8A
CYB5R1	NCRNA00085
SPHK2	COPS7A
USP7	LOC644538
USP7	ABCG4
ETFB	HINT2
ETFB	MRPS34
ETFB	UCRC
EML1	HEG1
UGDH	LRRK1
UGDH	PCSK4
BBC3	TBC1D3F
TARBP2	TIMELESS
S100A8	CDA
S100A8	AQP9
S100A8	SEPX1
S100A8	S100A12
S100A8	S100A9
S100A8	GPR97
S100A8	PROK2
S100A8	FFAR2
S100A8	S100P
S100A8	FPR1
S100A8	RGS2
ZNF828	ZNF212
ZNF828	ZBTB3
ZNF828	SETD2
ZNF828	HINFP
SRC	MAPKBP1
SRC	LOXL1
BOK	LOC731231
GSTT1	GSTT2B
COMT	LOC643045
COMT	ZNF668
COMT	EYA1
COMT	ZNF238
ZNF644	RNU105C
DTNA	SLC39A14
DTNA	PGM3
MRPS18A	RNMTL1
MRPS18A	C9orf30
MRPS18A	DUSP15
CYCS	C10orf50
CD2AP	PGAP1
TMEM133	MTMR6
FAM195A	MRPL35
HNRPDL	MEF2A
GCLC	ENPP1
DBNDD2	DPYSL3
DBNDD2	TNFAIP8L3
DBNDD2	CTXN1
DBNDD2	DKK3
EVL	CALM3
EVL	SEMA6B
EVL	COL18A1
CXorf56	LOC728024
C2orf44	SIRT4
FSTL3	KIAA1602
FSTL3	CUTC
FSTL3	LOC730417
FSTL3	SLC12A4
ANKRD30B	C10orf26
ANKRD30B	POLR2J4
ANKRD30B	SDHALP1
MRPL16	C7orf30
TMEM205	TMEM175
TMEM205	ACBD6
TMEM205	OVGP1
TMEM205	CECR7
TMEM205	C15orf52
TMEM205	PSMC3
TMEM205	LOC283481
TMEM205	ERCC1
PHF12	SAMD1
CBY1	BCL2L2
CBY1	ARHGEF9
CBY1	CCDC47
CBY1	ADCY6
ZNF680	LOC728772
ZNF680	PLIN2
TRA2A	LOC652657
TLR1	ALMS1
CABC1	PKP2
CABC1	MN1
CABC1	SEC23B
CCDC92	GPER
ZBTB43	ZNF562
ZBTB43	NOL9
ZBTB43	PPTC7
TXNDC9	POP4
TXNDC9	RAP1B
TXNDC9	ZNF828
TXNDC9	NARS
TXNDC9	LOC654121
TXNDC9	NLK
TXNDC9	GALNT1
TXNDC9	ARPP19
TXNDC9	FAM86A
TXNDC9	INTS4
TXNDC9	KIF16B
TXNDC9	MAPKAPK5
TXNDC9	RNF114
TXNDC9	SFRS18
TEX2	TMEM155
TEX2	DLEC1
STRAP	PSMA2
STRAP	ASAP1
NKD2	CYP1A1
LOC648705	LOC100132037
LOC648705	LOC391334
RPL26	RPL31
CHMP6	MADD
DAD1	ADPRH
SETDB2	IL13RA1
FOXJ2	RPS16
FOXJ2	CCDC45
FOXJ2	RALGDS
FOXJ2	SIN3A
FOXJ2	POLA1
FOXJ2	LOC100130557
FOXJ2	PDPR
FOXJ2	STARD7
ZNF641	WDR82
CREB5	CD55
OXA1L	LOC641802
OXA1L	EXT2
OXA1L	POLR2C
SCN4A	NOTCH4
SCN4A	RASIP1
SCN4A	TUT1
SCN4A	PRINS
SCN4A	SYN2
LOC644931	INO80E
LOC644931	LOC286157
LOC644931	LOC613037
LOC644931	UBE2J2
CKMT1A	LOC649970
HIST2H2BE	HIST1H2BD
COL6A1	BMP5
COL6A1	TTYH3
COL6A1	TMEM119
COL6A1	THY1
COL6A1	COL6A2
FMO2	LOC161527
FMO2	LOC649305
FMO2	LOC654253
FMO2	RGP1
TMEM143	CRELD1
NARS	HDHD2
NARS	ZBTB17
