source	target
SGTA	THOP1
UBE2L3	RFXAP
UBE2L3	GIN1
UBE2L3	GNA12
LOC643287	DNAJC2
SHISA4	DFFA
LOC653764	MRAS
GPHN	FADS1
GPHN	RALGPS1
HIRIP3	CCDC101
HIRIP3	TRIM39
HIRIP3	ZNF318
MAP3K4	USP24
MAP3K4	HEATR6
TTC4	C1orf175
ARHGDIB	TNFRSF14
ARHGDIB	LPXN
ARHGDIB	ARHGAP4
ARHGDIB	CDK6
ARHGDIB	ARHGAP15
LSM7	PPOX
KIAA1267	ATG16L1
KIAA1267	STAT3
VPS8	PTPN3
VPS8	BCL6
ZNF438	USP24
CPT2	SMARCC1
CPT2	PCDHGB6
CPT2	HADHA
CPT2	MGST2
CPT2	TOMM6
CPT2	SLC25A42
KLHL24	SERBP1
KLHL24	CTAGE5
SLC37A4	FEM1C
SLC37A4	DUSP28
SLC37A4	AK1
SLC37A4	ATPGD1
SLC37A4	PDLIM7
MPRIP	ECOP
TAF15	COG5
SIL1	LOXL4
NOMO1	NOMO3
NOMO1	LOC652388
NOMO1	NOMO2
BCYRN1	FUNDC2
BCYRN1	LOC100132771
DYNLT1	PPP1R3D
CLEC2D	LOC100133277
SNX26	DPF1
SNX26	CYLD
KIAA0831	FUCA1
GREM2	PDZD2
GREM2	UGT3A1
GREM2	FAM184B
GREM2	MYH1
GREM2	RAPH1
GREM2	RGS10
GREM2	TULP4
VNN2	MMP25
VNN2	LILRA5
LOC641848	WDSOF1
LOC641848	FAM76A
LOC641848	LOC728843
LOC641848	TMEM106B
ZNF581	LOC100129086
ATP5D	SRM
ATP5D	C17orf49
HSPA9	IARS
DPYSL3	PALLD
DPYSL3	LYAR
DPYSL3	PRRX1
SYPL2	PRMT1
MAMDC2	ADH1C
MAMDC2	PERP
MAMDC2	TGFBR3
MAMDC2	MYOC
AGPAT1	LPPR2
AGPAT1	GNPDA2
AGPAT1	KPNA6
AGPAT1	CHMP1A
AGPAT1	CDC34
AGPAT1	PHACTR4
AGPAT1	MGRN1
AGPAT1	LOC729843
AGPAT1	FBS1
AGPAT1	C9orf86
AGPAT1	AGK
AGPAT1	INTS9
AGPAT1	CST3
AGPAT1	HMGA1
AGPAT1	AMZ2
AGPAT1	AP2A1
AGPAT1	CTSL1
AGPAT1	LDB3
AGPAT1	PHF1
AGPAT1	RNF214
AGPAT1	USF2
AGPAT1	USP21
SETD3	LOC441511
SETD3	RNFT1
SETD3	GLO1
SETD3	LOC731777
SETD3	GTF2IRD2
SETD3	LOC100129342
SETD3	ARMC8
SETD3	DNAJB6
SETD3	DPP8
SETD3	LOC100130561
SETD3	MAPK1
SETD3	MAPKAP1
SETD3	VPS13C
LOC651202	LOC653702
LOC651202	IFP38
LOC651202	LOC643007
LOC651202	RPL23
LOC651202	LOC100130892
LOC651202	LOC729646
LOC651202	LOC649839
LOC651202	MGC87895
LOC651202	SUMO2
LOC654155	FSD1
LOC654155	ARL4D
CYB561	OR5AS1
CLK1	SF3B1
LOC388969	COQ10B
TOMM20	C11orf58
BRIX1	LTV1
C1orf117	ZNF337
C1orf117	KPNA1
C1orf117	GOLPH3L
C1orf117	C5orf22
C1orf117	SHMT1
WBP5	PRKCDBP
WBP5	DDR2
WBP5	MYL6
WBP5	NGFRAP1
WBP5	TCERG1
WBP5	TFPI
LOC642255	FXYD6
LOC642255	C9orf123
LOC642255	TBC1D14
LOC642255	WDR37
ASCC2	GNL1
ASCC2	C3orf37
KLF13	IP6K3
SLC25A23	POLDIP2
SLC25A23	TADA3
WBSCR16	HIF1AN
C10orf116	PHGDH
C10orf116	COBLL1
C10orf116	C18orf1
AHDC1	BPTF
NSUN2	THAP10
PNPLA8	IDI1
PNPLA8	ZNF681
PNPLA8	SOCS5
PNPLA8	TUBE1
USP49	LOC100132347
USP49	SYAP1
MYOM1	FGFRL1
CTSG	HDC
SDC3	RAC3
SDC3	C3orf67
SDC3	SPRR1B
SDC3	ZNF699
GTF2IRD2B	LOC100134468
GTF2IRD2B	C21orf51
SSX5	SPRED3
SSX5	MAB21L1
SSX5	EIF5B
SSX5	ARHGEF19
SSX5	PANK3
SSX5	FAM21B
MYC	ISOC2
GLRX2	TXNDC17
GLRX2	CHCHD1
GLRX2	C14orf142
GLRX2	TLN2
GLRX2	MRPS17
C5orf13	FRAS1
UBQLN2	DR1
UBQLN2	ADNP
UBQLN2	AKAP11
UBQLN2	ZNF146
PATL1	PKNOX1
LMOD1	UBQLN1
CIP29	COPS4
CGRRF1	C8orf76
CGRRF1	MKI67IP
CGRRF1	C15orf24
CGRRF1	EBAG9
SPNS1	PEBP4
SPNS1	TEX264
LOC651316	LOC644295
AQP1	C14orf159
AQP1	CEACAM1
LOC643272	LOC649088
LARP1	SETD8
LARP1	TMUB1
LARP1	FAM168B
LARP1	ZNF219
LARP1	RNF157
LARP1	IKZF4
SLC25A4	LOC647340
SLC25A4	BOLA3
SLC25A4	PDSS1
TSPO	DNAJC8
TSPO	RRAS
FOXO3	CEBPB
FOXO3	KLF9
FOXO3	SESN1
FOXO3	BRPF1
LOC643505	SRL
KCNA6	CHD1L
OR52N2	LOC654209
OR52N2	LOC653270
OR52N2	SAMD14
OR52N2	LPCAT3
RSPO3	SLIC1
RSPO3	WIPI1
RSPO3	TYRP1
RSPO3	SLC35F5
RSPO3	PLN
RSPO3	RRAS2
RYR1	FEN1
RCOR3	ZZZ3
HOOK2	POLR3C
CLEC3B	ISLR
VCPIP1	CCDC41
PHKG1	LOC647942
PHKG1	FLJ45244
PHKG1	KCNS3
NFXL1	ZFP2
DCAF7	TNFAIP1
DCAF7	ARCN1
TRIM33	RASA1
TRIM33	APPBP2
SNORD33	SNORD32A
SNORD33	SNORD48
SNORD33	SNORD95
ANKRD2	KCNB1
ANKRD2	CRYAB
ANKRD2	ACOT9
CCDC106	LINGO4
KIAA0528	BAZ2B
KIAA0528	XPO1
C13orf27	NUDCD2
NDUFAF2	C1orf50
SPSB3	RPS16
SPSB3	SQSTM1
SPSB3	TARS
SPSB3	ZC3H5
SPSB3	TPD52L2
SPSB3	ZNF671
SPSB3	RPUSD2
SPSB3	GRAMD1A
SPSB3	RAVER1
SPSB3	FAM53C
SPSB3	MBD6
SPSB3	CRELD2
SPSB3	NFIA
SPSB3	LOC653631
SPSB3	GEMIN4
SPSB3	U2AF1L2
SPSB3	CDH15
SPSB3	GNPDA1
SPSB3	EMD
SPSB3	CCS
SPSB3	CDK5RAP3
SPSB3	GALT
SPSB3	MAP2K5
SPSB3	RTN4
SPSB3	TOM1
CPVL	CHN2
SIPA1	PRKD1
PACSIN3	FBXW11
PACSIN3	PHF2
LOC653034	CHRNA2
LOC653034	ETV3
LOC653034	LOC653673
LOC653034	ZNF692
LOC653034	LOC731231
NKG7	GNLY
PSMB10	NCL
PPP1R2	PRKRIR
PPP1R2	LOC729446
PPP1R2	BIRC6
SIRT5	MRPL13
SIRT5	BRP44
SIRT5	MRPS5
SIRT5	ATP5G3
SIRT5	LOC644214
ZNF281	TFEB
ZNF281	SLC39A1
ZNF281	LOC144438
ZNF281	ERP44
KLF15	SLC7A8
KLF15	CTH
JAK2	FSIP1
NCAN	LOC401268
FAM83F	LOC730063
TSPAN8	KAL1
TSPAN8	SEPP1
TSPAN8	C8orf22
TSPAN8	CRIPT
TSPAN8	CRIM1
TSPAN8	FLJ20674
TSPAN8	GAB1
TMSB4X	ARHGDIB
TMSB4X	STK4
TMSB4X	OSTF1
TMSB4X	IGFBP7
TMSB4X	HIST1H2BK
KIAA0319L	AHCY
KIAA0319L	SRM
KIAA0319L	MBD3
KIAA0319L	RNF130
ST3GAL1	LRRC57
CAMK2D	ITIH4
CAMK2D	CUTC
LOC440737	RHOQ
TOMM40	ABHD8
TOMM40	RAPGEFL1
TOMM40	SF4
TOMM40	ALKBH3
TOMM40	LOC729535
TOMM40	PRKDC
ZNF154	TRAPPC2P1
LOC441034	LOC388474
CSDE1	LOC650132
CSDE1	COL4A3BP
CSDE1	LOC730996
SNRPG	ENY2
SNRPG	LOC100130003
SNRPG	LOC100130932
SNRPG	TMEM167A
FKBP1A	CANT1
FKBP1A	LOC650003
FKBP1A	COL6A1
FKBP1A	PIGU
FKBP1A	GHDC
FKBP1A	SAMD4B
FKBP1A	KLHL20
FKBP1A	LOC286157
FKBP1A	CD74
FKBP1A	CHKA
FKBP1A	MED16
FKBP1A	SEPN1
FKBP1A	TMEM80
EIF3H	EIF3G
SOX13	C7orf10
SOX13	DUSP11
TNPO3	ANXA3
TNPO3	KCTD2
ITGAE	RRM1
PLEKHM2	NLRX1
PLEKHM2	ZNF174
STAT5B	PRUNE
STAT5B	RCSD1
STAT5B	SAP30L
STAT5B	ZNF839
STAT5B	ZNF76
STAT5B	LOC550643
WASF2	TAPBP
WASF2	BMP1
WASF2	TENC1
LOC286016	MRRF
LOC286016	PGAM4
GPT2	HPN
GPT2	KCNMA1
LOC653567	RET
PNPO	NARG1
PNPO	IPO11
PNPO	RNF141
SPAG7	ARHGAP10
SPAG7	LOC728037
SPAG7	KIF22
SPAG7	C9orf23
COL16A1	CYB5R3
ACSL1	FABP3
ACSL1	PECI
C20orf26	PRSS23
ILKAP	POLR1C
ANK1	PPM1J
LOC644322	LOC653458
PDK4	KLF10
ASCC1	TBCC
TMEM14B	FAM36A
C16orf58	KIAA1683
C16orf58	MRI1
LOC728973	LOC341315
LOC728973	LOC647099
LOC728973	LOC100128936
LOC728973	FILIP1L
LOC728973	LOC653232
LOC728973	LOC654350
LOC728973	LOC727865
HBP1	C16orf79
HBP1	SEPP1
HBP1	HERPUD1
ASAP3	SEPW1
CHD4	LOC649186
CHD4	MRPL38
CHD4	TTLL5
KIAA0892	TIGD7
RNF146	TEF
RNF146	ERH
HYDIN	TMEM207
DNAJC24	TMEM52
DNAJC24	MFF
DNAJC24	GDE1
DNAJC24	SCAMP1
GCET2	ZNF766
SDCCAG10	RAD51C
LOC650975	LOC646256
LOC650975	DNMBP
LOC650975	LOC729562
LOC650975	LOC285205
LOC650975	LOC100132329
LOC650975	ARL15
APBA3	LOC391811
APBA3	POLD2
CSF1R	CYBB
CSF1R	FOLR2
CSF1R	EFHD1
CSF1R	MS4A7
MT2A	LOC441019
ZNF462	ARID5B
ZNF462	DENND2C
TMEM9	IGFN1
LOC402644	GIMAP1
TP53INP2	C9orf3
TP53INP2	EBPL
LOC648494	RAB2A
LOC648494	CD320
LOC648494	RIPK1
LOC648494	LOC100127918
SEC14L5	LOC642891
ACAD10	TMEM116
HIPK2	NEURL1B
LOC652773	LOC100128689
SEMA4D	SIRPA
CPT1A	CNFN
TGFB3	RAB11FIP2
ZNF576	TREX1
ZNF576	LOC647406
ZNF576	LOC100134420
AKR1C4	AKR1C3
AKR1C4	LOC146909
AKR1C4	AKR1C2
NCOA7	KCTD12
PPA2	MRPL47
SEPHS2	C8orf38
ABCB7	GOSR2
UPF1	SMAD5
NSUN5C	NSUN5
PEBP1	LOC100133607
TBC1D4	BRD8
TBC1D4	RALGAPA1
CTNNBIP1	TRIM7
RRP7A	CGI-96
ADIPOR1	ZNF2
ADIPOR1	GNB2L1
ADIPOR1	CHM
MYL2	HEATR2
MAP6D1	C11orf67
MAP6D1	SUOX
MAP6D1	TCEAL3
EIF2B5	RP9
EIF2B5	TRAPPC6A
EIF2B5	UFC1
EIF2B5	COASY
EIF2B5	NOP2
EIF2B5	STK19
ZNF580	ACTR5
ZNF580	POLA2
ZEB2	PCNT
LOC400963	LOC441013
S100A4	S100A6
S100A4	CD99
S100A4	SVEP1
S100A4	CNPY4
S100A4	C1orf133
S100A4	MYOF
S100A4	DAB2
LOC652864	LOC731096
LOC652864	LOC100132418
LOC652864	LOC729082
TNFRSF12A	C21orf7
TNFRSF12A	ANKRD1
TNFRSF12A	RAB15
TNFRSF12A	KBTBD5
TNFRSF12A	LOC401317
TNFRSF12A	XIRP1
ATP1A3	ZNF24
ZC3H5	ME1
ZC3H5	INTS3
ZC3H5	NUDT1
LOC730534	LOC648822
SCD	FASN
SF3B5	C17orf49
SF3B5	COMMD9
SF3B5	CUTA
SF3B5	HAX1
PECAM1	RAPGEF5
FAM63A	LOC402176
FAM63A	HSPC268
FAM63A	ZNF577
FAM63A	CHRNA5
C20orf194	TBC1D8
C20orf194	IRS2
RNMTL1	PHB
RNMTL1	C12orf47
RNMTL1	HINFP
RNMTL1	ZNF16
HLA-DRA	HLA-DMB
HLA-DRA	HLA-DPA1
HLA-DRA	LOC730415
HLA-DRA	LOC100133678
HLA-DRA	CD74
RPLP1	UBA2
RPLP1	LOC147804
RPLP1	LOC100132291
MRFAP1L1	F8A1
CD81	UNC119
CD81	VPS37D
CD81	SYT11
CD81	COL18A1
CD81	OSR1
CD81	PRR13
CD81	DBNL
CD81	RBBP9
CD81	VKORC1
CDC42BPB	PTPN23
CDC42BPB	IGFBP4
CDC42BPB	PLD3
CDC42BPB	LRRC47
CDC42BPB	MTA1
CDC42BPB	AGPAT1
CDC42BPB	MAP2K1
CDC42BPB	MECP2
CDC42BPB	PLSCR3
CDC42BPB	VAMP2
CDC42BPB	FAM100A
CDC42BPB	GFOD2
CDC42BPB	C11orf68
CDC42BPB	SUPT6H
CDC42BPB	TMEM42
CDC42BPB	GATAD2B
CDC42BPB	METAP1
CDC42BPB	GRINA
CDC42BPB	UBAC1
CDC42BPB	MAPK8IP3
CDC42BPB	JOSD2
CDC42BPB	LOC646674
CDC42BPB	APH1A
CDC42BPB	CSNK1D
CDC42BPB	DYRK1B
CDC42BPB	KCTD5
CDC42BPB	OGDH
CDC42BPB	PRCC
CDC42BPB	SSBP3
CDC42BPB	TNRC6A
CDC42BPB	VEGFB
PTPLAD2	CUL2
PTPLAD2	ZNF223
PTPLAD2	ANKRD44
PTPLAD2	DENR
PTPLAD2	LOC100131096
PTPLAD2	LOC400446
PTPLAD2	RNF213
CRKL	RALA
CRKL	PLAGL2
CRKL	ELMO2
ANO5	FEM1B
ANO5	LOC728748
ANO5	ASB5
SNAI3	MVD
COMMD3	C6orf130
COMMD3	TAX1BP1
C3orf54	AFAP1L1
HNRPA1P4	HNRNPA1
RALY	GPX1
PEX11A	ECHDC3
PPAPDC3	ECHDC2
PPAPDC3	INO80D
PGAM4	PGAM2
PGAM4	PMVK
MT1A	MT2A
MT1A	MTE
CXXC1	APBB3
IL7R	MAP4K1
HHATL	KRTCAP2
HHATL	HADH2
HHATL	DPP7
STAT1	ECGF1
STAT1	GBP1
LOC644162	PCGF6
PRDM4	ZFP91
UHRF2	CHMP4B
LOC646630	CHCHD9
MYLK	LDOC1
MYLK	GRAMD3
ELF2	LOC644935
TST	SHMT2
TST	ARHGAP12
TST	C6orf130
LOC645436	LOC645691
SMNDC1	SAAL1
SMNDC1	LOC440145
RNPS1	CACNA1S
RNPS1	CARM1
RNPS1	ERCC3
RNPS1	GTF2IRD2P
G0S2	LOC100128309
BTBD1	ZRANB1
BTBD1	CARS2
BTBD1	RPAP3
LOC728554	THOC3
FAM126A	HSD17B8
ZNF14	LOC730313
ZNF14	ZNF549
TSC22D1	RPE
TSC22D1	CCNG2
MAFG	C6orf142
MAFG	LOC644132
GGPS1	FLJ10986
GGPS1	HIST1H4H
GGPS1	STARD3NL
PRMT1	SRPK3
PRMT1	ARL6IP4
C10orf92	PLD6
ZNF263	TRIM11
ZNF263	C2orf44
PHB	TFAM
DPAGT1	FAM131A
CTDSP2	ZBTB34
CTDSP2	MYLIP
CTDSP2	KIAA0430
FGL2	APCDD1
CEBPB	PLEKHF1
CEBPB	ZFP36
CEBPB	MOBKL2C
CEBPB	PRINS
NSMCE2	P2RY11
NSMCE2	C22orf28
NSMCE2	EBP
NSMCE2	DUSP6
BCKDK	TMEM97
KLHL35	GBAP
SEC11A	PSMG4
STK36	WDR19
POMGNT1	PLOD1
POMGNT1	HDDC2
POMGNT1	TMEM189
KIAA0261	PCMTD2
ALPP	SPN
ALPP	PDCD4
HAVCR2	ADAP2
LOC653344	FLJ22795
JPH1	SYS1
JPH1	FOXJ3
EIF3K	LMO1
EIF3K	ABHD14A
PSCD1	CYTH1
PCNA	GMNN
PCNA	FUNDC1
PCNA	TUBD1
PCNA	YEATS4
ARIH1	XPOT
ARIH1	HERC4
NSA2	TINP1
NSA2	LOC100128196
SMS	LOC642590
NFIX	SP2
NFIX	LARP1
NFIX	PEBP1
NFIX	TLN1
NFIX	TBX15
NFIX	PLCD3
NFIX	PEX14
NFIX	CIC
NFIX	KIF1C
NFIX	NRD1
NFIX	VDAC1
NFIX	FBRS
NFIX	NCOR2
NFIX	SMG7
EIF3F	LOC646483
ICA1	ALS2CR14
ICA1	NCALD
ICA1	SNORD3D
CRIP2	ACTN4
CRIP2	DOCK6
CCNG1	AARS
CCNG1	ART3
CCNG1	PLCL1
RNF220	ARAF
RNF220	RANGAP1
RNF220	ZNF358
RNF220	CENPB
RNF220	TCF3
RNF220	TP53I13
RNF220	CUEDC1
RNF220	ZDHHC5
RNF220	DAGLA
RNF220	CDC42BPB
RNF220	B4GALT3
RNF220	C20orf117
RNF220	UBE2M
RNF220	PIGQ
RNF220	CAPN1
RNF220	DSCR3
RNF220	HPS6
RNF220	PIK3R2
RNF220	CHST12
RNF220	NCSTN
RNF220	TRIM29
RNF220	CDK9
RNF220	MED19
RNF220	TRABD
RNF220	MEF2D
RNF220	RAMP1
RNF220	AXIN1
RNF220	FRS3
RNF220	CLEC16A
RNF220	COPS7B
RNF220	TUT1
RNF220	KIAA0182
RNF220	C6orf136
RNF220	WBP1
RNF220	LOC728969
RNF220	PDXDC1
RNF220	FBXL18
RNF220	ADPRHL1
RNF220	ANKRD9
RNF220	ARF1
RNF220	C21orf70
RNF220	CCDC28B
RNF220	CHMP6
RNF220	DDB1
RNF220	DDX19A
RNF220	H2AFY
RNF220	INTS1
RNF220	MAPT
RNF220	PURA
RNF220	RAI1
RNF220	RTN2
RNF220	SCYL1
RNF220	TIAL1
RNF220	TICAM1
LOC646296	LOC642688
LOC646296	KIR2DL5A
LOC646296	CA3
DDA1	TMEM175
DDA1	COPZ2
DDA1	TBC1D10B
DDA1	RRAGB
ANXA3	FAM89A
CLTCL1	KCNJ12
LOC650737	MGC72104
LOC650737	LOC283788
CLCN7	EIF3B
SCP2	CCNC
SCP2	MTUS1
SCP2	PPP2R5C
SCP2	PRDX3
SCP2	STOM
SCP2	UBE1DC1
PIAS2	ZNF562
PIAS2	LOC100129781
MATN2	OAF
MATN2	RAI14
MATN2	ETV5
MATN2	PHLDB2
KLHDC8B	C1orf198
KLHDC8B	B4GALT5
KLHDC8B	FZD9
KLHDC8B	EDC3
KLHDC8B	SLC9A1
LOC285176	GGA1
PDLIM3	HELLS
PDLIM3	ALDH16A1
PDLIM3	LOC100131683
ZNF32	HELQ
MRPL24	MCAT
H3F3B	TUG1
H3F3B	GUCA1B
TUBG1	ELOF1
PPP1CA	FCHO2
PPP1CA	MLX
CLK4	ZC3H6
CLK4	TOR1AIP1
PRICKLE4	NEDD8
PRICKLE4	TOMM6
SLC12A9	TNFRSF1B
KPNA6	ANKRD13D
KPNA6	FANCG
KPNA6	GNA11
KPNA6	SCARB1
LOC150051	LOC645563
SIVA	SIVA1
SMYD1	CDC37
SMYD1	RAB7A
SMYD1	C11orf67
SMYD1	ZNF252
SMYD1	ATPAF1
SMYD1	CDV3
PHB2	CCNG2
PHB2	CLDND1
PHB2	EIF3L
KIAA0240	THEM2
HBQ1	LST1
GUF1	SLC25A46
CTSB	STARD10
TTC31	METTL3
TTC31	MCM2
TTC31	ZNF133
TTC31	IFI27L1
TTC31	N6AMT1
STOM	RPL37A
STOM	UBE2D3
BRD7	BRD7P2
FGF23	C3orf63
FGF23	LOC653720
FGF23	TNFRSF10C
FGF23	LOC646521
FGF23	OR52N2
FGF23	TRIML1
FGF23	HDAC7A
FGF23	LY9
FGF23	OR2W5
FGF23	CD8A
FGF23	TGM3
FGF23	SLC30A3
FGF23	PYHIN1
FGF23	LOC100130623
FGF23	LOC100131744
FGF23	ANKZF1
DDIT4L	KIAA1383
DDIT4L	ARNTL
VARS	DAZAP1
TLN1	MED6
TLN1	STRN3
CES2	CD36
C14orf166	POLR2K
C14orf166	C4orf27
C14orf166	PSMC5
RPS27	LOC100131905
LOC613037	XPNPEP1
LOC613037	ACIN1
LOC613037	IPO9
LOC613037	FURIN
LOC613037	INSIG1
LOC613037	TCEB3
LOC613037	LOC440348
LOC613037	LOC440366
LOC613037	BCL7B
LOC613037	MMGT1
FTHL8	LOC283953
FTHL8	LOC390530
FTHL8	FTHL12
FTHL8	FTHL2
USP1	YPEL5
USP1	BCLAF1
USP1	SFRS2IP
USP1	ZRANB2
DYRK1B	LOC388565
DYRK1B	CUX1
DYRK1B	METT10D
DYRK1B	KIAA0460
DYRK1B	AKT1S1
DYRK1B	PDCD6
DYRK1B	BRD7
DYRK1B	C19orf29
DYRK1B	CAMK2B
DYRK1B	DNASE1L1
LOC646256	LOC402693
LOC646256	LOC150051
SRPK3	STBD1
SRPK3	AKAP8L
WBSCR22	PDCD2L
TNFRSF14	TNFRSF10B
TNFRSF14	EML3
TNFRSF14	UBA7
TNFRSF14	NUMB
RBM9	LOC100132653
TXNIP	PDK4
TXNIP	C10orf73
TXNIP	C3orf19
TXNIP	ANGPTL4
TXNIP	KLF10
TXNIP	KLF11
ACTR6	MAP2K1IP1
ACTR6	RAB18
ACTR6	EFHA1
ACTR6	KCTD6
ACTR6	SHC1
LOC641819	SLC16A2
LOC641819	CCNDBP1
LOC641819	NOC4L
LOC641819	TXNDC5
PLA2G4B	TYK2
PLA2G4B	BANP
PLA2G4B	LRCH4
SRRM1	KIAA0907
SRRM1	PTAR1
SRRM1	LOC728537
SRRM1	WDR33
ATP6AP1	CDKN2D
ATP6AP1	OSGEP
ATP6AP1	GLA
ATP6AP1	ARL2
ATP6AP1	FAM32A
LOC654244	TNFAIP3
PANX1	DDN
PANX1	CUTC
PANX1	PPAP2A
WBP4	AIP
WBP4	CNPY2
DLC1	ITPKB
DLC1	GPER
RBM3	RFXAP
RBM3	CIRBP
RBM3	CCT6B
RBM3	ATP6V0A2
RBM3	WDR68
RBM3	UHRF1BP1L
RBM3	TMEM62
RBM3	RARS2
RBM3	CREBZF
RBM3	PTPN4
RBM3	VPS36
RBM3	LOC100128585
RBM3	LOC729123
RBM3	AIDA
RBM3	LOC100128974
RBM3	LOC646547
RBM3	LOC644761
RBM3	CCNB1IP1
RBM3	DDX19B
RBM3	LOC647150
RBM3	PMEPA1
RBM3	SDHC
RRM2B	SNORD33
RRM2B	H2AFV
RRM2B	FLJ20125
RRM2B	CRYBG3
RRM2B	LOC442041
RRM2B	LOC646144
RRM2B	LOC728127
DBNL	ARHGEF2
DBNL	PGD
DBNL	ERP29
AVPR2	IL21R
AVPR2	CLOCK
AVPR2	LOC650254
SNAPC2	WNT5B
SDHD	DLD
SDHD	UQCRC2
SDHD	ATP6V1G1
SDHD	COX7B
SDHD	LOC647081
ARL17P1	ARL17B
PALLD	ZDHHC1
CLRN1	LRP10
CLRN1	TGM6
CLRN1	DGCR11
LOC389523	DMRTB1
C5orf33	C10orf4
ZAK	MAP4
ASXL2	UTP14C
DES	UBR4
DES	TMEM184B
DES	TBC1D17
DES	MAPKAPK2
DES	EIF4G3
DES	MAPK12
DES	C14orf143
DES	ADD1
DES	C17orf39
DES	DKFZp547K054
DES	DVL1
DES	PPIL5
H3F3A	LOC440926
C21orf7	ACTC1
C21orf7	SPC25
C21orf7	SCN3B
NAP1L1	CAP2
UBR4	TMEM188
UBR4	ZFAND2B
UBR4	EAF1
UBR4	ZFAND3
UBR4	NFE2L1
UBR4	SF3B2
UBR4	PKNOX2
UBR4	TRPC4AP
UBR4	EIF4G1
UBR4	SKA2
UBR4	TACC2
AATK	LOC641802
AATK	NACA2
AATK	NCRNA00200
AATK	MIR1185-1
AATK	MIR300
ZBTB47	FNBP1
MGC35361	RBKS
ST3GAL3	INCA1
UBE2D2	SEPHS2
UBE2D2	FAM69A
UBE2D2	NIN
TPD52L2	TSR2
TPD52L2	ZFP90
TPD52L2	NPEPL1
TPD52L2	BCS1L
TPD52L2	FAM58A
TPD52L2	STX7
TPD52L2	RUSC2
TPD52L2	NIT2
TPD52L2	UCHL5IP
TPD52L2	PICK1
TPD52L2	ASPH
TPD52L2	DPAGT1
TPD52L2	SFRS14
MRPL12	C14orf2
MRPL12	PAQR4
MRPL12	SLC25A11
MRPL12	CHCHD3
MRPL12	ACY1
MRPL12	TREML1
MRPL12	LOC729317
MRPL12	ENDOG
MRPL12	FAM195A
MRPL12	TUFM
MRPL12	C19orf70
MRPL12	NDUFA13
MRPL12	MRPS7
MRPL12	TOMM40L
MRPL12	ICT1
MRPL12	ECSIT
MRPL12	LOC728944
MRPL12	TAZ
CTGF	CCL2
CTGF	PEA15
HCST	FCER1G
LOC732007	PGAM1
FST	CDKN1A
PTOV1	SRRM2
PTOV1	MED25
PTOV1	DHPS
LOC400721	LOC729324
FBXO30	TP53INP1
ZNF500	LGI4
LOC440055	RPS12
ATP6V0A2	NUP93
ATP6V0A2	LOC100131727
MRPL43	SEMA4G
LOC728481	RPS6P1
VAT1	ARNT2
GADL1	HCN1
GADL1	BPGM
BMI1	OXR1
LOC646567	OSTC
HEXIM2	C16orf72
HEXIM2	DHRS7
HEXIM2	CCDC25
HEXIM2	PSEN2
HEXIM2	TFIP11
HP1BP3	G3BP2
ATP5C1	COX5A
ATP5C1	UQCRC2
ATP5C1	NDUFA4
ATP5C1	TMEM88
ATP5C1	LOC728153
ATP5C1	ANAPC4
ATP5C1	RAB3GAP2
ATP5C1	ATP5F1
ATP5C1	FAM96A
ATP5C1	SLC25A14
COX7A2	C7orf44
UBE2M	GLTP
STRADB	C20orf24
RAP1B	OSBPL8
TIMP3	C9orf58
KIAA0391	LMAN2L
KIAA0391	PPIL1
SLC24A6	C20orf100
SLC24A6	DBNDD1
LOC644863	SRP14P1
LOC649088	LOC644373
LOC649088	LOC642974
C7orf20	PDCD2L
C7orf20	SMARCA1
UQCRFS1	MRPS22
UQCRFS1	PDSS2
UQCRFS1	PCCA
UQCRFS1	NDUFS3
UQCRFS1	SUCLG1
UQCRFS1	NUDT6
LOC644063	C10orf78
LOC644063	SCP2
LOC644063	EID2
LOC644063	LOC653234
LOC644063	ADH5
LOC644063	UBR1
LOC644063	LOC730358
LOC644063	FAM21A
LOC644063	LOC730020
LOC644063	EIF3CL
LOC644063	LOC730167
LOC644063	ACP1
LOC644063	HNRNPK
LOC644063	LOC653226
LOC644063	MSI2
LOC644063	NAMPT
LOC644063	PLEKHF2
LOC644063	RPS6KA3
LOC644063	SETD3
LOC644063	SNAP23
LOC644063	SRP54
LOC644063	TADA2A
RPL19	LOC285900
RPL19	C6orf72
PPP1CC	STRADB
PPP1CC	KLHL7
PPP1CC	UBE3A
AXL	CPNE8
AXL	GRK5
SNCA	AHSP
SNCA	MIIP
SNCA	HBD
SNCA	SOX4
SNCA	ALAS2
SNCA	PIP4K2A
SNCA	LOC100131164
FAM73B	CYTH1
MFSD5	NUBP1
C1orf54	NETO2
LGR5	SIPA1L2
LGR5	ABCC5
ZC3H3	PIGT
DNMBP	LOC729941
SGK	SGK1
RPS6KA2	LOC728739
SH3BGRL	CAP1
SH3BGRL	IL33
SH3BGRL	MEIS3P1
SH3BGRL	PTPN12
SH3BGRL	SPARCL1
IFP38	SARS
IFP38	FBXO22
ZRANB2	FCHO2
ZRANB2	MGEA5
ZRANB2	ANGEL2
ZRANB2	TTC14
ZRANB2	SENP7
ZRANB2	UBE2E1
ZRANB2	ZFC3H1
LOC731777	LOC729992
LOC731777	LOC645515
LOC731777	LOC653994
AXUD1	LOC653158
ETV3	NNAT
CXorf57	PITPNM1
TWF2	HOOK2
TWF2	RTN3
TWF2	UGCGL1
FEM1C	PDE12
