tissue	Module	Annotation	moduleSize	hubs.MEGENA	keyDrivers.BN	sqrtBMI.Rho	sqrtBMI.Pval	sqrtBMI.P.adj	logmatsuda.Rho	logmatsuda.Pval	logmatsuda.P.adj	logmatsuda.All.Overlap.Size	logmatsuda.All.FE	logmatsuda.All.Pvalue	logmatsuda.All.P.adj	sqrtBMI.All.Overlap.Size	sqrtBMI.All.FE	sqrtBMI.All.Pvalue	sqrtBMI.All.P.adj	CisEQTLs.Overlap.Size	CisEQTLs.FE	CisEQTLs.Pvalue	CisEQTLs.P.adj	logmatsuda.rank	Parent
adipose	M784	GO_IMMUNE_SYSTEM_PROCESS	92	LCP1,PIK3AP1,VAMP8,ITGAM	LCP1,PIK3AP1	0.333318986033332	1.9547111456787e-21	1.30142610488608e-20	-0.382176426778474	5.1853599062919e-28	4.09967517591203e-27	86	2.2	1.02840701674316e-25	2.27901000206733e-24	82	2.5	6.17698442353685e-26	1.39950184401924e-24	67	1.28143512609247	0.00109221552365703	0.0071774162983176	22	M706
adipose	M111	GO_MITOCHONDRION	235	COQ9,CYC1,CLPP,NDUFB10,ATP5D,ARMC10,DDRGK1,GRHPR,SARS,IMP4,DCTD,TIMM50	CYC1	-0.192465017909164	7.34947626555466e-08	2.38386858357094e-07	0.280541617183631	2.65760444049325e-15	1.19004234238016e-14	177	1.8	2.12940721863202e-25	4.61777165411915e-24	133	1.6	1.79639967931148e-10	1.53630124687032e-09	176	1.3178150245595	5.32014060021129e-09	1.28190054462234e-07	23	M12
adipose	M340	NA	77	GPD1L,CCDC50,PRDX6,SLC19A2	GPD1L	-0.461058974263938	8.66062603186051e-42	2.43459820673412e-40	0.489670336986906	2.22758770151845e-47	5.63579688484168e-46	74	2.3	1.82588092778042e-24	3.82301689430438e-23	72	2.6	4.07936636771889e-26	9.38254264575344e-25	51	1.16543780027638	0.0589036990801129	0.147550850170976	24	M90
adipose	M706	GO_REGULATION_OF_IMMUNE_RESPONSE	107	LCP1,PIK3AP1,VAMP8,ITGAM,IQGAP2	LCP1,PIK3AP1,ITGAM	0.335762346572476	9.57165427420864e-22	6.54494197668861e-21	-0.384485674963846	2.33534973270635e-28	1.90594671733776e-27	95	2.1	5.65788113408166e-24	1.15284074651489e-22	91	2.3	2.72078203166593e-25	5.85836471499133e-24	74	1.21690756569083	0.00589124612280305	0.027165277109995	25	M449
adipose	M610	GO_ORGANELLE_INNER_MEMBRANE	125	NDUFV2,UQCRFS1,TMEM126A,ATP5C1	NDUFV2,ATP5C1	-0.249491566731549	2.16812468265224e-12	9.06670321836391e-12	0.32549878890348	2.44314915559274e-20	1.27446749765972e-19	106	2	4.94479703719266e-23	9.74831415903696e-22	95	2.1	1.51734183783344e-19	2.49008098360126e-18	98	1.37951272798205	3.26661154258934e-07	6.61162176220082e-06	26	M374
adipose	M385	GO_MITOCHONDRION	115	COQ9,CYC1,CLPP,NDUFB10,ATP5D	CYC1,NDUFS8,MRPL40	-0.253939602133625	8.51119816579892e-13	3.6190472873061e-12	0.342303696699502	1.87807164180279e-22	1.0923037364968e-21	99	2	1.23155911846406e-22	2.38153725073687e-21	86	2.1	4.57709491388674e-17	6.25948655790997e-16	87	1.33116245934382	1.97367128257786e-05	0.000237780397377238	27	M111
adipose	M447	GO_NEGATIVE_REGULATION_OF_CELL_ADHESION	278	RAC2,PTPN6,SASH3,PIK3R5,EFHD2,ARRB2,CD37,ARHGDIB,ARHGAP4,GPSM3,CYTH1,ARHGEF1,DLG5,C11orf95,TYRO3	RAC2,PIK3R5,ARHGAP4	0.208413954207787	5.28049280452153e-09	1.81763901978768e-08	-0.256389028423566	6.00049369846877e-13	2.35368202436062e-12	197	1.7	1.35350460373802e-22	2.60078479553712e-21	163	1.6	2.58106329432389e-14	2.93487197062447e-13	187	1.18360409692338	0.000214394569666602	0.00177842052870985	28	M129
adipose	M165	KEGG_LYSOSOME	105	ACP5,ALCAM,CXCL16,SLC29A3,TREM2	PLA2G7,MSR1	0.419123651664949	4.15028595486543e-34	6.77433771987712e-33	-0.413231765475367	6.57720886338847e-33	7.73969229040597e-32	92	2.1	2.56712821605689e-22	4.87112578996796e-21	94	2.5	6.64003961115327e-30	1.76834739118082e-28	84	1.40766604896128	4.62984551594751e-07	8.67667344840534e-06	29	M30
adipose	M810	GO_REGULATION_OF_IMMUNE_RESPONSE	62	PIK3AP1	LCP1,PIK3AP1	0.342345864786654	1.35364741159786e-22	1.03779634889169e-21	-0.388889525853345	5.01168783593181e-29	4.37226559479568e-28	61	2.3	3.70418946329788e-22	6.94192543862491e-21	59	2.6	1.0503306810004e-22	2.04410509456232e-21	45	1.27711637506568	0.00766354365717216	0.0338794478989682	30	M784
adipose	M365	GO_MITOCHONDRIAL_PART	73	ECHS1,MESP1,CS,CYB5A	ECHS1	-0.378593610968197	1.19518542627046e-27	1.28673154402735e-26	0.458156263263943	5.77584330089847e-41	1.16903068410185e-39	69	2.2	1.24476858798541e-21	2.29037420189316e-20	70	2.6	2.37457735691008e-27	5.72160067903096e-26	59	1.42212837138211	1.31447661714409e-05	0.000170544914942284	31	M106
adipose	M580	NA	61	GPD1L,CCDC50,PRDX6,SLC19A2	GPD1L	-0.464099191248738	2.17752432756338e-42	6.48133711615924e-41	0.492116244760955	6.62997985381957e-48	1.76566831896458e-46	59	2.3	3.6658523439006e-20	6.28786876614815e-19	59	2.7	7.88665421039832e-24	1.59625881218462e-22	39	1.12497901453873	0.160523383649601	0.307669818661736	32	M340
adipose	M31	GO_DEFENSE_RESPONSE	150	CD163,C1QC,FOLR2,SLCO2B1,C1QB,MRC1,FUCA1,VSIG4,VWA5A	CD163,C1QC,FOLR2,VSIG4	0.361404200532091	3.59166248684153e-25	3.24532360418181e-24	-0.352360700580818	8.8114974915527e-24	5.24543262438314e-23	118	1.9	4.58272332673101e-20	7.7727083910365e-19	122	2.2	1.05665770268222e-29	2.76552826322692e-28	120	1.40766604896128	1.66551153370646e-09	4.43552018976563e-08	33	M6
adipose	M707	GO_MHC_CLASS_II_PROTEIN_COMPLEX	56	C1orf162,LPXN	LAPTM5	0.316038589619923	2.54519563916299e-19	1.5516493896584e-18	-0.368007774519371	6.03172784461278e-26	4.29866801320291e-25	55	2.3	6.19363062292191e-20	1.03317926215335e-18	53	2.6	3.43921890038568e-20	5.9486784523911e-19	40	1.25684468657257	0.0176032828758317	0.0624597562960849	34	M449
adipose	M695	GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	128	RAC2,SASH3,PIK3R5,EFHD2,ARRB2	RAC2	0.22350197364533	3.5792605240221e-10	1.29364701796799e-09	-0.273246270797776	1.44723084522528e-14	6.3129207558965e-14	104	1.9	8.8220861381188e-20	1.4635985527502e-18	98	2.1	1.59174563804702e-20	2.84267044535927e-19	89	1.22345974958549	0.00208884097231005	0.0117439281332098	35	M447
adipose	M135	NABA_MATRISOME	73	ITGB5,GPC1	ITGB5,ITIH5	0.456646818064237	6.26657967394786e-41	1.66888911316717e-39	-0.43070281673076	6.72744411385597e-36	1.06377710050348e-34	67	2.2	3.84015843091875e-19	6.00964999807697e-18	69	2.6	7.40630631893827e-26	1.65334896943357e-24	55	1.32571288857655	0.000778965101915305	0.0055514977685795	36	M19
adipose	M136	NA	59	NQO1,CRTAP,UCHL1,VGLL3	NQO1,VGLL3	0.513138149070686	6.08837275323864e-53	5.13452768856458e-51	-0.465073447090837	2.57372012044023e-42	5.42625992059482e-41	55	2.2	1.02648139941419e-16	1.37286234741034e-15	58	2.7	1.0909962278498e-24	2.30018371371666e-23	48	1.43152479555384	6.14747477317378e-05	0.000622124447045186	37	M19
adipose	M378	NA	47	AZGP1,ALDH1L1	AZGP1	-0.590205124948634	1.86474801153526e-73	9.4356249383684e-71	0.67080762955594	3.86163132648254e-101	1.95398545120016e-98	46	2.3	1.30334082884523e-16	1.6982586937228e-15	46	2.7	1.72196305746929e-19	2.81068808735311e-18	42	1.57239292703122	1.29560993699502e-06	1.98660190339236e-05	38	M110
adipose	M132	GO_CELL_SURFACE	125	DARC,PDIA5,FAM129B,ASRGL1,MLPH,KIAA1671,MICALL2	DARC,MLPH	0.384145753253602	1.75700322575871e-28	1.97565251607535e-27	-0.390589320788241	2.74967466896714e-29	2.48452746874531e-28	97	1.8	5.05405865642571e-16	6.39338420037852e-15	101	2.2	2.1882848191554e-24	4.55043336366834e-23	88	1.23874612308593	0.00120958969598138	0.00774749855907063	39	M17
adipose	M475	NABA_MATRISOME	57	ITGB5,GPC1	ITGB5	0.445075551874828	9.822106578931e-39	2.36665996616147e-37	-0.415206434212731	3.08194906760711e-33	3.8035761663639e-32	53	2.2	5.08057276570169e-16	6.4002568118964e-15	55	2.7	4.01892594424331e-22	7.48555777099551e-21	44	1.35827425776966	0.00108640839339536	0.0071774162983176	40	M135
adipose	M67	GO_MITOCHONDRION	82	NDUFB5,GBAS,GPN3,SLC25A16,SUCLG1	NDUFB5,SUCLG1	-0.26509631239611	7.52472067097779e-14	3.46137150864978e-13	0.333763082195462	2.3149880001143e-21	1.25955261081488e-20	70	2	5.63791385792104e-16	7.07301920357367e-15	59	2	5.69759314620499e-11	5.04311743203451e-10	64	1.37333273069393	4.64755607640927e-05	0.000500353909502785	41	M11
adipose	M778	GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	93	RAC2,SASH3,EFHD2	RAC2	0.211674480009219	3.00133463040916e-09	1.04018857738838e-08	-0.262477583662804	1.61125023483169e-13	6.79410515687363e-13	77	2	6.88200497906462e-16	8.45901502689886e-15	73	2.2	1.07622579590606e-16	1.42682162286934e-15	61	1.1541347982075	0.0531551212470706	0.137930724877014	42	M695
adipose	M367	REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	53	LDHD,SLC2A4,TTC36	SLC2A4	-0.432147394707411	2.22242069297096e-36	4.32517257939732e-35	0.524600082908425	2.57787969914039e-55	1.0033900982808e-53	50	2.2	6.96091314096498e-16	8.52150495805229e-15	49	2.5	1.36818089638175e-17	1.93199869833255e-16	45	1.49398519347306	1.20981386320576e-05	0.000165450220211382	43	M106
adipose	M366	GO_MITOCHONDRIAL_PART	66	PFKFB1,ACO2,GPI,AIFM1,MTHFD1,PDXK,PGM1	ACO2	-0.280722611867226	2.06752336579839e-15	1.0567341647414e-14	0.355970808134139	2.85934146179914e-24	1.80853347458796e-23	58	2.1	1.14081526112806e-14	1.30698684256029e-13	48	2	1.95295988874987e-09	1.52421239646391e-08	53	1.41299811732856	5.09523044162446e-05	0.000526160531318771	44	M106
adipose	M408	GO_MITOCHONDRIAL_MATRIX	44	HIBADH,ANO6,PCCA	HIBADH,ANO6	-0.371168245754714	1.46611217656331e-26	1.48370552268207e-25	0.456542106729718	1.18156382644891e-40	2.29950498531981e-39	42	2.3	5.01267994269035e-14	5.59503540662056e-13	39	2.4	8.52265733715025e-13	8.62492922519605e-12	31	1.23970589539204	0.0451870917411796	0.120977081592788	45	M118
adipose	M24	GO_MICROBODY	44	ACADM,FGF2,HSDL2		-0.341566550111487	1.71052504870697e-22	1.29182936514287e-21	0.40084325278528	6.82241435671404e-31	7.04518707040266e-30	42	2.3	5.01267994269035e-14	5.59503540662056e-13	39	2.4	8.52265733715025e-13	8.62492922519605e-12	32	1.27969640814662	0.022094607672972	0.0740388839902242	46	M5
adipose	M138	GO_EXTRACELLULAR_MATRIX	43	HTRA1	NPY1R	0.466724773451224	6.53535165285841e-43	2.13771698638738e-41	-0.42702521700439	2.96444052792763e-35	4.41178502097465e-34	41	2.3	1.14147069552366e-13	1.24658454374454e-12	40	2.6	8.37569001057162e-15	9.78022879695979e-14	36	1.47313888844785	0.000170081122744269	0.00145866183234916	47	M19
adipose	M272	GO_MITOCHONDRION	48	NDUFB5,SLC25A16	NDUFB5	-0.273822686401339	1.04036209678323e-14	5.01355448545059e-14	0.338659990481004	5.5369149142603e-22	3.18372607569967e-21	44	2.2	6.31101034689381e-13	6.49499234344732e-12	38	2.2	1.61706875460368e-09	1.26858417027823e-08	41	1.50297677102637	2.21254211246606e-05	0.000254442342933597	48	M67
adipose	M601	REACTOME_METABOLISM_OF_CARBOHYDRATES	40	LDHD,SLC2A4	SLC2A4	-0.413261357988761	4.05874773952511e-33	6.22341320060516e-32	0.500945630879905	7.68614413945885e-50	2.28775819680364e-48	38	2.3	1.33836630851874e-12	1.33660530021806e-11	37	2.5	1.41255088843595e-13	1.5207462756353e-12	37	1.62761386911148	7.17967304567822e-07	1.25272915900454e-05	49	M367
adipose	M708	REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	53	DOCK2,AIF1,SYK,TBXAS1	DOCK2,AIF1	0.29979700782706	1.86621513949848e-17	1.0610166972879e-16	-0.354990054118309	3.88756999594337e-24	2.42853138018191e-23	47	2.1	1.90433099067246e-12	1.88324068002658e-11	48	2.5	2.39240297963691e-16	3.07768451109222e-15	36	1.19518815477844	0.0661551752859392	0.163290335096026	50	M449
adipose	M32	GO_EXTRACELLULAR_SPACE	81	C1S,MFAP4,TMEM98,CDH11	C1S	0.404202371949212	1.26069706712647e-31	1.77197976657221e-30	-0.380955349163138	7.88577047435362e-28	6.1387690154199e-27	65	1.9	2.14552099087185e-12	2.10122636396353e-11	68	2.3	1.34831683890567e-18	2.02648015986021e-17	64	1.39028745576423	2.29060446163865e-05	0.000257565746130924	51	M6
adipose	M410	GO_MITOCHONDRIAL_PART	31	ACADS,MLX		-0.279308603301848	2.889843802917e-15	1.43358918066275e-14	0.389368269976787	4.23361965715197e-29	3.75826587108579e-28	31	2.4	2.13976233815706e-12	2.10122636396353e-11	23	2	2.02367644133465e-05	0.000101719895296225	24	1.36225746673672	0.0142653892458529	0.0538678131223997	52	M118
adipose	M173	REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	54	C1QC,VSIG4	VSIG4	0.351413156927266	8.468282602295e-24	6.91121128509883e-23	-0.336110445500007	1.16983854824475e-21	6.50481654298727e-21	47	2.1	8.66922383858825e-12	8.17383961924035e-11	50	2.5	5.34592091654888e-18	7.76565354193416e-17	50	1.6292431122237	6.2817841521329e-09	1.44481035499057e-07	53	M31
adipose	M166	GO_MITOTIC_CELL_CYCLE	73	NCEH1,BCAT1,ST14	C3AR1	0.371882136741448	1.15536139652758e-26	1.19308748294481e-25	-0.354483353546699	4.55430271105988e-24	2.81033801438573e-23	59	1.9	1.28020782130899e-11	1.18497284923601e-10	57	2.1	3.73495970467976e-13	3.95098873289468e-12	50	1.20519353506959	0.0275743828772752	0.0845372558123493	54	M30
adipose	M205	GO_MITOCHONDRIAL_ENVELOPE	37	NDUFA2	NDUFA2	-0.351481590263077	8.29010825492866e-24	6.87671274917033e-23	0.387812398482394	7.31809454117055e-29	6.17159306305383e-28	35	2.2	1.55078848169594e-11	1.43106195453765e-10	34	2.5	2.33946819013497e-12	2.27648250809288e-11	32	1.52180113401219	0.000111598592618579	0.000990682243245629	55	M48
adipose	M622	GO_GUANOSINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	32			-0.544589450452736	1.12907618175455e-60	1.90437515989267e-58	0.580964718459838	2.96954452905767e-70	3.00517906340636e-68	31	2.3	4.06265464626321e-11	3.63841283364457e-10	32	2.7	8.41795517838497e-15	9.79192027646619e-14	24	1.3196869209012	0.0264885439728093	0.0822282407990278	56	NA
adipose	M383	NA	32	ADH1B	ADH1B	-0.379435563108022	8.95770220254653e-28	9.85347242280118e-27	0.425382139082271	5.71681116711355e-35	8.03529569599848e-34	31	2.3	4.06265464626321e-11	3.63841283364457e-10	28	2.4	3.12252890314329e-09	2.38790875313426e-08	26	1.4296608309763	0.00333502046081849	0.0179523441827038	57	M110
adipose	M409	NA	35	PMM1,ANG	EIF4EBP1	-0.417402159649478	8.14559416925704e-34	1.28802207801377e-32	0.50415621318089	1.47111831965095e-50	4.65241168589614e-49	33	2.2	7.88183100140852e-11	6.85651544993589e-10	31	2.4	2.15503352187486e-10	1.83268396986332e-09	30	1.50821362388709	0.000261543449197721	0.00210065056022297	58	M118
adipose	M13	GO_RNA_BINDING	545	LETMD1,HIBADH,CAPRIN1,ANO6,IST1,CANX,STX12,PMM1,ANG,2-Sep,CALCOCO2,LAMC1,EXOC5,CRK,PICALM,PRKAR1A,PCCA,DNAJB6,PJA2,CD46,TAF9B,PROSC,NUCKS1,DDX3X,TPRG1L,DDHD2,GALNT11,HARS2,PPP1CB,ACADS,TM9SF3,MLX,RAD23B,SRP68,MTFR1L,SETD3,TOMM20,VAMP3	CAPRIN1,STX12,LAMC1,PICALM,VAMP3	-0.121844982710201	0.000703529569781751	0.00154106477190288	0.208350562924058	5.98324416822073e-09	1.80209616019029e-08	302	1.3	1.40484899376448e-10	1.21513434332449e-09	238	1.2	0.000223328155191359	0.00099417049730347	365	1.17843602722676	5.615911925393e-07	1.01487551223174e-05	59	M3
adipose	M380	GO_SEQUENCE_SPECIFIC_DNA_BINDING	34	TWIST1,HLF,PER3	PER3	-0.469313779895393	1.97418386231556e-43	7.68413103332055e-42	0.485286039528796	1.90842772221386e-46	4.59840203542959e-45	32	2.2	1.7724992175629e-10	1.52014339675734e-09	31	2.5	3.79384497294517e-11	3.4280099219826e-10	23	1.19030585022461	0.134924935734746	0.267733401889339	60	M110
adipose	M558	GO_MITOCHONDRION	34	NDUFB5,GBAS		-0.297435525467693	3.40826135966312e-17	1.87454374781472e-16	0.354246031981895	4.90429207756187e-24	2.98984553162206e-23	32	2.2	1.7724992175629e-10	1.52014339675734e-09	31	2.5	3.79384497294517e-11	3.4280099219826e-10	29	1.50082041984842	0.000397951248607657	0.0030509595726587	61	M272
adipose	M786	GO_MHC_CLASS_II_PROTEIN_COMPLEX	25	C1orf162		0.305112623370657	4.71295314162721e-18	2.74109688467054e-17	-0.362083647689811	4.11290534211004e-25	2.77484013747691e-24	25	2.4	3.90367373070088e-10	3.24700094422134e-09	23	2.5	9.86552279296501e-09	7.25223418872682e-08	21	1.47804935140934	0.00394386214455329	0.0193747014091647	62	M707
adipose	M172	NA	29	CD163	CD163	0.422255472327607	1.20489033912629e-34	2.10232590206173e-33	-0.42941623042959	1.13262235661259e-35	1.73668761347264e-34	28	2.3	4.9852282405224e-10	4.11281329843098e-09	28	2.7	9.16289020442694e-12	8.61254943053876e-11	23	1.39553099681506	0.00996362424512847	0.0408246827192286	63	M31
adipose	M495	GO_LYTIC_VACUOLE	36	ACP5,SLC29A3	ACP5	0.411216795441138	8.89594281217412e-33	1.32392560675297e-31	-0.402332114576487	3.94575107857388e-31	4.15947926199663e-30	33	2.2	5.60936192777581e-10	4.59030264493999e-09	34	2.6	2.92693422700902e-13	3.11795519761381e-12	30	1.46631880100133	0.000713357353274615	0.00515655458224222	64	M165
adipose	M674	GO_CELL_MOTILITY	99	ARHGAP9,CYTIP,CD48,CORO1A,MYO1F	CD97,LST1	0.146387671390917	4.55266939620588e-05	0.000114609488282596	-0.193393501301151	6.99772995692295e-08	1.92437573815381e-07	72	1.7	5.79261321468264e-10	4.72751981714422e-09	56	1.6	3.26371740592066e-05	0.000160854643577518	67	1.19082860202532	0.0176516702575892	0.0624597562960849	65	M445
adipose	M7	GO_CIRCULATORY_SYSTEM_DEVELOPMENT	452	ELTD1,CCM2L,AIF1L,FLT1,ADCY4,ECSCR,RASIP1,GPIHBP1,PODXL,MYO1B,A2M,SMAD1,ESAM,MMRN2,HSPA12B,PTPRK,PTPRB,EPB41L4A,MYO5C,SOX17,DSG2,TEK,ZBTB46,RPS6KA2,TSPAN12	CCM2L,AIF1L,RASIP1,PODXL,MMRN2,HSPA12B,TEK	-0.140420276622644	9.24642050720769e-05	0.000224936960415726	0.16610686872308	3.85778447428731e-06	9.85878254540091e-06	254	1.3	6.81701072442017e-10	5.48977309266303e-09	240	1.5	1.67006899295741e-13	1.79163585251544e-12	351	1.36640150217204	5.09949602714843e-21	3.68620712819587e-19	66	M3
adipose	M709	NA	28	NPL,TMEM206	TMEM206	0.339034319547999	3.64210284832217e-22	2.59563949471974e-21	-0.367747401616672	6.56827480571972e-26	4.61603757179747e-25	27	2.3	1.1471890804642e-09	9.1654369691824e-09	26	2.6	5.91239910543775e-10	4.79947692088476e-09	20	1.25684468657257	0.0835733006408302	0.19221859147391	67	M449
adipose	M466	GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	58	FAM129B,ASRGL1,MICALL2	FAM129B	0.404793826800663	1.01059855825605e-31	1.46103677279303e-30	-0.38036520810912	9.65071023284914e-28	7.39887784518434e-27	47	1.9	1.35464847814648e-09	1.07381534716781e-08	51	2.4	4.94020969336133e-16	6.27551323391004e-15	39	1.18316758425625	0.0694116770926904	0.170496643732531	68	M132
adipose	M113	GO_REGULATION_OF_MITOCHONDRIAL_TRANSLATION	31	2-Mar,RMND1	2-Mar	-0.366912775214613	5.99064411812211e-26	5.71936966749016e-25	0.424535712717448	8.00694426770603e-35	1.06618784196296e-33	29	2.2	1.99361377441325e-09	1.55195164592785e-08	29	2.6	3.46001536331496e-11	3.14509180928869e-10	26	1.47577892229812	0.00136388104618539	0.00832193724760558	69	M12
adipose	M657	NA	23	GRPEL1,MLX		-0.293303411042423	9.6479391492987e-17	5.19346511653738e-16	0.408254861006162	4.34608799045214e-32	4.88693449593063e-31	23	2.4	2.21264851177324e-09	1.71367369432234e-08	19	2.3	7.28402281588304e-06	3.85938800506473e-05	19	1.45356820273176	0.00878338079580026	0.0373478208628145	70	M410
adipose	M501	KEGG_LYSOSOME	30	GRN		0.367646274908287	4.70713128776959e-26	4.58040083002195e-25	-0.360622970179764	6.56207066113507e-25	4.36895757175572e-24	28	2.2	4.44856943164441e-09	3.37675361513755e-08	27	2.5	1.4970179173573e-09	1.18050555768747e-08	27	1.58362430508144	8.82276313295095e-05	0.000811694208231487	71	M167
adipose	M169	GO_CELLULAR_RESPONSE_TO_ZINC_ION	45	SLC15A3,EMILIN2	S100A4	0.389357542533918	2.80840709491596e-29	3.30477672099413e-28	-0.405649831990927	1.15305658074106e-31	1.24137580820207e-30	38	2	5.65660795471486e-09	4.26140490087204e-08	38	2.3	4.12644517480579e-11	3.68467280903246e-10	34	1.32946237957454	0.00721546481908997	0.0323099575084914	72	M30
adipose	M574	NA	141	EMC2,TATDN1,AK6,ANAPC10,NAA20,PLEKHA3,SUCLA2,RAD17	EMC2,TATDN1	-0.173855303619059	1.21326542543786e-06	3.67612158845244e-06	0.22343559967811	4.13125211968554e-10	1.35741141075382e-09	93	1.6	8.23715446463023e-09	6.11442566127564e-08	74	1.4	6.47741217789414e-05	0.000305838621649869	85	1.06074126029884	0.228567431101879	0.389411178914312	73	M317
adipose	M368	REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	65	AGPAT2,SLC25A1,TECR	TECR	-0.193317917805612	6.41887097919213e-08	2.10905760744884e-07	0.238074901288509	2.55459966071946e-11	9.10301005862004e-11	50	1.8	1.09427918478198e-08	8.00537736144122e-08	40	1.7	3.1809802789533e-05	0.000157287559070069	56	1.51594805272753	3.6164508677053e-07	7.03816976561108e-06	74	M106
adipose	M478	NA	25	NQO1	NQO1	0.46683656410888	6.20744590412057e-43	2.13771698638738e-41	-0.437190361144708	4.7002504713333e-37	7.92775579498217e-36	24	2.3	1.38665457564984e-08	9.97602675751877e-08	25	2.7	1.01795696455922e-11	9.48011455337975e-11	20	1.40766604896128	0.0137520265413467	0.0527161017418291	75	M136
adipose	M620	NA	25	NIPSNAP3B,NAALAD2		-0.491925641785756	3.63463134468507e-48	1.83912346041065e-46	0.562986175918336	3.56136818901982e-65	1.80205230364403e-63	24	2.3	1.38665457564984e-08	9.97602675751877e-08	24	2.6	4.56923023996559e-10	3.77988637834755e-09	21	1.47804935140934	0.00394386214455329	0.0193747014091647	76	M377
adipose	M393	GO_REGULATION_OF_MITOCHONDRIAL_TRANSLATION	25			-0.384363630695714	1.6284306998965e-28	1.87269530488098e-27	0.443036247444828	4.06484103156855e-38	7.34574843562032e-37	24	2.3	1.38665457564984e-08	9.97602675751877e-08	24	2.6	4.56923023996559e-10	3.77988637834755e-09	22	1.54843265385741	0.000873860606832833	0.00614129815357519	77	NA
adipose	M387	GO_GLUTATHIONE_DERIVATIVE_METABOLIC_PROCESS	54	ARMC10,DCTD,TIMM50	TIMM50	-0.167127953173824	3.1176614706096e-06	8.81305421300814e-06	0.244902533348066	6.53649129143367e-12	2.44997377293736e-11	43	1.9	1.86904654698631e-08	1.33830785770057e-07	30	1.5	0.00309484502694182	0.011803956660547	39	1.27080962753449	0.0144025449149065	0.0539828720514275	78	M111
adipose	M790	GO_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	31	AIF1,TBXAS1	AIF1	0.276793247791785	5.21798301364002e-15	2.53874942779024e-14	-0.330254856194865	6.35060316461108e-21	3.34729708468042e-20	28	2.1	2.73614888991352e-08	1.90964322523619e-07	28	2.5	6.00140064563365e-10	4.84581179791058e-09	24	1.36225746673672	0.0142653892458529	0.0538678131223997	79	M708
adipose	M38	GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY	31	FLT1,BCL6B,ZBTB46	ZBTB46	-0.278301987965484	3.66345295824512e-15	1.79971572511848e-14	0.300291199376456	2.08883261182756e-17	9.87803085593222e-17	28	2.1	2.73614888991352e-08	1.90964322523619e-07	27	2.4	7.55094342371627e-09	5.61879025353005e-08	22	1.24873601117533	0.077602833173199	0.184352270355111	80	M7
adipose	M137	NA	48	PSMD1,SYNPO,CEP170B	SLC24A3,SYNPO	0.282291295279764	1.42278283991083e-15	7.34620527545797e-15	-0.262020738310363	1.78043123979864e-13	7.38441153555831e-13	39	1.9	3.06708316135302e-08	2.12595079403374e-07	39	2.2	2.31191246309866e-10	1.95514379887675e-09	42	1.5396347410514	4.64152298121571e-06	6.90767831910338e-05	81	M19
adipose	M499	NA	24	BCAT1	C3AR1	0.364438634788304	1.34493357971789e-25	1.26025257655047e-24	-0.356332861560453	2.55209974916976e-24	1.63463604187329e-23	23	2.3	3.17270305891918e-08	2.18420101743279e-07	22	2.5	2.50533328941373e-08	1.76069256172687e-07	20	1.46631880100133	0.00590549502391197	0.027165277109995	82	M166
adipose	M17	GO_BIOLOGICAL_ADHESION	178	RERGL,DARC,CNN1,PDIA5,FAM129B,ACTA2,ACTC1,ASRGL1,MLPH,PLN,RCAN2,MICALL2	DARC,MLPH,PLN	0.316068567810625	2.52446939667019e-19	1.5516493896584e-18	-0.335346025609943	1.46196481882281e-21	8.04080650352547e-21	111	1.5	3.50402619297213e-08	2.40140485820844e-07	114	1.8	4.88244899891147e-14	5.49004265210935e-13	119	1.17635013923028	0.00384405990672471	0.0193747014091647	83	M4
adipose	M36	GO_CIRCULATORY_SYSTEM_DEVELOPMENT	91	AIF1L,EPB41L4A	AIF1L,GJA4,A2M,SCN4B	-0.188255782912637	1.42092657295477e-07	4.52194242713907e-07	0.230539137489564	1.09591324365239e-10	3.74683852221696e-10	64	1.7	4.43243213428416e-08	3.03082521614566e-07	51	1.5	9.99658483302829e-05	0.000467636849816239	70	1.35352504707815	4.92329983307221e-05	0.000518997857403029	84	M7
adipose	M311	GO_CELLULAR_LIPID_CATABOLIC_PROCESS	33	PHYH	PHYH	-0.285824292738203	6.0783755174788e-16	3.20381042900445e-15	0.322954149032756	4.97490777007599e-20	2.54273063803884e-19	29	2.1	6.20852100949699e-08	4.1886821744073e-07	28	2.3	1.34081175117494e-08	9.71528514693825e-08	29	1.5462998265105	0.000128765156463893	0.00112336498570224	85	M77
