tissue	Module	Annotation	moduleSize	hubs.MEGENA	keyDrivers.BN	sqrtBMI.Rho	sqrtBMI.Pval	sqrtBMI.P.adj	logmatsuda.Rho	logmatsuda.Pval	logmatsuda.P.adj	logSi.Rho	logSi.Pval	logSi.P.adj	logmatsuda.All.Overlap.Size	logmatsuda.All.FE	logmatsuda.All.Pvalue	logmatsuda.All.P.adj	sqrtBMI.All.Overlap.Size	sqrtBMI.All.FE	sqrtBMI.All.Pvalue	sqrtBMI.All.P.adj	logSi.All.Overlap.Size	logSi.All.FE	logSi.All.Pvalue	logSi.All.P.adj	CisEQTLs.Overlap.Size	CisEQTLs.FE	CisEQTLs.Pvalue	CisEQTLs.P.adj	logmatsuda.rank	Parent
adipose	M418	NA	52	SIRT1	SIRT1	-0.243571289357009	9.67871571409343e-05	0.000233684307331265	0.304774237582765	1.10328408370962e-06	3.99567749235376e-06	0.193902332884839	0.00314979808033787	0.00927632841242363	33	2.1	6.40162728974372e-07	4.46263728984446e-06	30	1.6	0.00122254447957655	0.00580912833471511	12	1.4	0.147443653234088	0.475446646524895	10	0.918879056047198	0.671926544095207	1	107	M97
adipose	M837	NA	17	CD99	CD99	0.396396427543409	7.13881303304264e-11	3.51046218872556e-10	-0.371955074746092	1.72689057905803e-09	1.02845927819456e-08	-0.253005645846634	0.000104705491579994	0.000501090566847113	15	2.9	1.02453262804563e-06	7.02037698535812e-06	15	2.4	1.37253181731745e-05	8.38113099587264e-05	10	3.5	0.000103394479334506	0.000569377817705088	3	0.843206663196252	0.722672960744553	1	108	M529
adipose	M685	GO_GLYCOSIDE_METABOLIC_PROCESS	26	AKR1C4		0.380647681946757	4.46452132888864e-10	1.96146182974124e-09	-0.39691208017096	1.04037554011743e-10	7.33738538819662e-10	-0.291933499525303	6.74061318420355e-06	4.3529742972688e-05	20	2.6	1.08977945442549e-06	7.45687388389866e-06	19	2	0.000138059978620832	0.000742476406763539	15	3.5	2.57553186273183e-06	1.69731771937409e-05	6	1.10265486725664	0.469766167454647	1	109	M305
adipose	M302	NA	21	ZNF771,TRIM24	ZNF771	0.232666998151077	0.000200088761115583	0.00046227403430152	-0.30152854504665	1.4514690572255e-06	5.15223453425741e-06	-0.215592604046564	0.000999767748463953	0.0035488444581237	17	2.7	2.07782657513405e-06	1.3863672750272e-05	15	2	0.0010665436044658	0.00513473687419463	11	3.1	0.000189060019012	0.00100112572087145	2	0.455063913470993	0.952762203666265	1	110	M55
adipose	M771	NA	63	FAM98A	FAM98A	-0.323438572556915	1.60419544670465e-07	5.51185102201086e-07	0.246209883734391	9.53137285449204e-05	0.000271745523936582	0.176726408291966	0.00721473916257838	0.0191440603521882	37	2	2.14197468609748e-06	1.42719418311247e-05	47	2.1	5.33370022357216e-10	5.12545216703429e-09	15	1.4	0.0929547352174939	0.317573401337954	7	0.530907899049492	0.986483635824477	1	111	M393
adipose	M208	NA	54	CTSD,TTYH3,CD276		0.401231016201056	3.98712788562704e-11	2.07485489970494e-10	-0.369199541440468	2.32143795232526e-09	1.32371355579398e-08	-0.214355006194592	0.00107073299004158	0.00377574264909401	33	2	2.20878861624012e-06	1.46968224617136e-05	34	1.7	5.38239831503992e-05	0.000307638500850149	16	1.8	0.012847852821742	0.0523021451578762	9	0.796361848574238	0.825243849236025	1	112	M30
adipose	M207	GO_CELL_CYCLE_PROCESS	37	TOP2A,NUSAP1,CEP55,UBE2C	UBE2C	0.348664493125184	1.38360221023183e-08	5.29721989060186e-08	-0.376133117857969	1.09678817738386e-09	6.68043708042897e-09	-0.234472260397393	0.000334885044856587	0.0013876755311116	25	2.2	2.73393694235145e-06	1.79435534828618e-05	21	1.6	0.0082853447541942	0.0346047645837514	12	1.9	0.0141549347079627	0.057188781433176	4	0.516559036913019	0.966179185408906	1	113	M30
adipose	M473	NA	16	LOC100133372		-0.359125205794047	4.69063104807373e-09	1.90468048618751e-08	0.341456770849543	3.92301660024616e-08	1.89435756552427e-07	0.250734661187216	0.000121322877488592	0.000575478427733499	14	2.9	3.02285302106182e-06	1.97591368205992e-05	12	2.1	0.00178091495390251	0.0082054763492127	8	3	0.00216744904530079	0.00987325230833903	2	0.597271386430678	0.877881108080282	1	114	M136
adipose	M305	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	33	AKR1C4	AKR1C2	0.372039070936945	1.16782247831137e-09	5.00762278699916e-09	-0.389611690513535	2.42529477578315e-10	1.62494749977471e-09	-0.285281349413029	1.1097637191226e-05	6.75946992556493e-05	23	2.3	3.0276173429247e-06	1.97634994076708e-05	22	1.8	0.000348151102633716	0.00177911114311975	17	3.1	4.54401402405851e-06	2.88805318208936e-05	6	0.868758380262805	0.716963939222424	1	115	M55
adipose	M181	GO_SEQUENCE_SPECIFIC_DNA_BINDING	29	HLF	HLF	-0.577070253490736	1.10058977925941e-23	1.84348788025951e-22	0.521813197639364	1.39533108422212e-18	2.99158984457222e-17	0.390862898803647	8.17506400682846e-10	1.99174286711821e-08	21	2.4	3.10043841325084e-06	2.01186978356329e-05	24	2.3	3.38734327317157e-07	2.44253272791923e-06	18	3.7	5.19596056771011e-08	4.14951961012762e-07	5	0.82382260197335	0.755993177282366	1	116	M27
adipose	M691	GO_EXTRACELLULAR_MATRIX	29	HTRA1	HTRA1	0.592223260590214	3.75716927261832e-25	1.00692136506171e-23	-0.542776372755261	3.00407019988053e-20	1.00636351695998e-18	-0.439176075052851	2.90734575802445e-12	5.04376003224088e-10	21	2.4	3.10043841325084e-06	2.01186978356329e-05	23	2.2	2.47782563028352e-06	1.63516153768641e-05	18	3.7	5.19596056771011e-08	4.14951961012762e-07	12	1.97717424473604	0.00999624189775273	0.185597883299274	117	M308
adipose	M139	GO_STRUCTURAL_CONSTITUENT_OF_CYTOSKELETON	31	ACTB,TUBA1C		0.412238897604267	1.02152553742316e-11	6.01689767097595e-11	-0.395718526321055	1.19647051909991e-10	8.328677899189e-10	-0.273587060901848	2.58677297180474e-05	0.000142939207514159	22	2.4	3.10041078258052e-06	2.01186978356329e-05	21	1.9	0.000340042974448758	0.00174321711874687	15	2.9	4.33010887621709e-05	0.000250161020585285	4	0.616538205347797	0.913914804563335	1	118	M18
adipose	M316	NA	44	JPH2	JPH2	-0.406232942869691	2.16076826640987e-11	1.18180794979152e-10	0.322038645347521	2.42419390302824e-07	1.01513119689308e-06	0.279026769595171	1.75332813459668e-05	0.000101052030122991	28	2.1	4.18016180258501e-06	2.66381777221534e-05	36	2.3	6.42781095015046e-10	6.15233333800115e-09	24	3.3	1.14589428573296e-08	9.76642055543424e-08	5	0.542973987664253	0.967897693249561	1	119	M59
adipose	M136	NA	42	LOC100133372,PPWD1		-0.321791754036062	1.86833806696195e-07	6.37852996109301e-07	0.312831229933966	5.50462844923358e-07	2.13802960057188e-06	0.21197402379863	0.00122043686148184	0.00419329588304018	27	2.1	4.6732365753881e-06	2.96237756106073e-05	25	1.6	0.0016791604774982	0.00776631845009715	13	1.9	0.0163877621761756	0.0651727656536448	3	0.341297935103245	0.996258441377343	1	120	M17
adipose	M78	GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	63	LOC399988,SRPRB,HNRNPAB,METTL1,HSPA8	LOC399988,METTL1	0.301266855277665	1.15863155899369e-06	3.52855974784441e-06	-0.338858040126699	5.04271882715261e-08	2.37096253627526e-07	-0.21393721210108	0.00109571588672855	0.0038385863744216	36	1.9	7.03958315015255e-06	4.39882760574299e-05	31	1.4	0.022399368006137	0.0868605717537018	17	1.6	0.026573620402948	0.101819813203988	14	1.06181579809898	0.44930699808994	1	121	M13
adipose	M97	GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	76	ADNP,SIRT1,SEC24B	SEC24B	-0.212744668012753	0.00069231286999737	0.00146094369416768	0.277271306417944	1.01702204895736e-05	3.24478463238777e-05	0.17090688678636	0.00940572336272368	0.0236688625465723	41	1.8	1.17044644132991e-05	7.20182861348916e-05	35	1.3	0.0474015861669523	0.173757790022324	15	1.2	0.280808557365009	0.819988184460535	13	0.817318739326192	0.831796620352517	1	122	M13
adipose	M506	GO_MITOCHONDRIAL_ENVELOPE	17	NDUFS3,AK2		-0.5973617897168	1.14743379409245e-25	3.61779125666795e-24	0.416698228187322	9.43549205425893e-12	7.66276324406483e-11	0.437123606076345	3.76400002406036e-12	5.04376003224088e-10	14	2.7	1.23483481884708e-05	7.5594456422821e-05	16	2.6	9.32415162572977e-07	6.42567249178863e-06	13	4.6	9.38796266491099e-08	7.21139042922462e-07	7	1.96748221412459	0.0469830647141991	0.392502204177881	123	M170
adipose	M556	GO_CCR_CHEMOKINE_RECEPTOR_BINDING	17	CCL3L3	CCL3L3	0.402356848125334	3.47666951542935e-11	1.84504441610904e-10	-0.37407130497642	1.37328409089324e-09	8.27056486200874e-09	-0.297176396124989	4.50986193372467e-06	3.05985569174231e-05	14	2.7	1.23483481884708e-05	7.5594456422821e-05	13	2.1	0.000829556544671238	0.00402999070643913	12	4.2	1.24667039647167e-06	8.43469564176624e-06	1	0.281068887732084	0.981576469720524	1	124	M198
adipose	M209	GO_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	19	TIMP1,TMED3	TIMP1	0.462411842055821	1.05777539223187e-14	8.59041833691336e-14	-0.441190872235936	3.85762950196977e-13	3.75943529646509e-12	-0.244347886780148	0.000182259586573634	0.000827891003419221	15	2.6	1.51274424995287e-05	9.17921793933665e-05	16	2.3	2.3250047031182e-05	0.000138260895252976	6	1.9	0.0829725940410477	0.286104212761983	4	1.00593075609377	0.584778559116387	1	125	M30
adipose	M173	REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	85	COX5B,COX8A		-0.41587973255993	6.43927465504431e-12	3.92210365352699e-11	0.233395202733939	0.000221492052249593	0.000590645472665581	0.202833359870812	0.00199107802299739	0.00620475476934071	44	1.7	2.27090479765933e-05	0.000135579761682037	70	2.3	2.32008042088556e-18	4.38904625503998e-17	26	1.8	0.00109517848905546	0.00526733901416106	14	0.786992885649835	0.876345674049485	1	126	M26
adipose	M370	NA	14	TIGA1,NCRNA00219		-0.458278099897717	1.94660348285989e-14	1.55728278628791e-13	0.442290908864234	3.3212640998308e-13	3.29666214353576e-12	0.424438844672872	1.78770359604799e-11	1.44347885532808e-09	12	2.9	2.56653248274943e-05	0.000151727361480187	14	2.8	6.38054013394017e-07	4.45437418323117e-06	12	5.1	3.01964767962499e-08	2.48156395340902e-07	6	2.04778761061947	0.0533946498815157	0.407778359243586	127	M77
adipose	M206	GO_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION	42	ATP6AP1,H2AFY	ATP6AP1	0.287230573271937	3.73305715834763e-06	1.07000996624296e-05	-0.332266688369303	9.43593268545134e-08	4.28615247406942e-07	-0.167681437462309	0.0108584875093368	0.02719695936918	25	2	7.00071816154683e-05	0.000395914002477162	24	1.6	0.00435767379440752	0.0188702139894272	8	1.1	0.403057380255687	1	8	0.910127826941986	0.677358546881772	1	128	M30
adipose	M820	GO_OXIDATIVE_PHOSPHORYLATION	13	NDUFAF2,AK2		-0.618821276958345	6.38079192543316e-28	3.42010447203217e-26	0.40094702581012	6.45868910035199e-11	4.87585543350517e-10	0.419791316988025	3.11342248119681e-11	1.63658869684547e-09	11	2.8	7.36779530801673e-05	0.000414728641375411	12	2.6	4.24927970778465e-05	0.000245785675184091	11	5.1	1.55764450831688e-07	1.16137204144059e-06	5	1.8377581120944	0.115823780311368	0.535185743507702	129	M506
adipose	M476	NA	13	LOC644511,EIF3H	LOC644511	-0.41990912561821	3.83887238230141e-12	2.39259953129483e-11	0.404859028550184	4.04323916381359e-11	3.14083506058563e-10	0.359305880000234	2.04858158383732e-08	2.96767494307244e-07	11	2.8	7.36779530801673e-05	0.000414728641375411	11	2.3	0.000475244830447442	0.00239059547661988	10	4.6	2.91875695481218e-06	1.91305483016494e-05	4	1.47020648967552	0.281606985011632	0.815899156574241	130	M138
adipose	M91	NA	31	SLC38A6,MS4A4A	MS4A4A	0.397887671042707	5.97081277408071e-11	2.99098658589464e-10	-0.28873240625393	4.14539144646259e-06	1.40628469323035e-05	-0.209138252554713	0.0014236841005362	0.00477351893346295	20	2.1	7.57493896444228e-05	0.000423915377778069	25	2.2	4.93568227441021e-07	3.48095486721562e-06	12	2.3	0.00284532791245496	0.0127209099626346	10	1.54134551336949	0.0955551315754635	0.519032756919701	131	M13
adipose	M731	NA	31	LOC388339		0.129938534710541	0.0396797943034864	0.0644496052929354	-0.237806635808361	0.000166543658686124	0.000457781543875705	-0.15510667379538	0.0185848385678156	0.0420315336386042	20	2.1	7.57493896444228e-05	0.000423915377778069	9	0.8	0.843621813439362	1	6	1.2	0.417490736757992	1	4	0.616538205347797	0.913914804563335	1	132	M334
adipose	M780	NA	17	LOC731777		-0.353493010562476	8.43896629034905e-09	3.25416254073891e-08	0.285191650759987	5.49310944354e-06	1.81404308147756e-05	0.237878737386519	0.000272269630232381	0.00115966081235234	13	2.5	0.000104752923149032	0.000575544534477144	14	2.3	0.000127044824332411	0.000685530461498378	8	2.8	0.00349888036503735	0.0154001814607119	4	1.12427555092834	0.489767732930771	1	133	M415
adipose	M52	GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	23	FKBP5,LONRF1		-0.328961106370853	9.55815965275075e-08	3.39283018137378e-07	0.361810874750578	5.06256187682047e-09	2.71353316597577e-08	0.270204753818958	3.28081610866937e-05	0.000174110637054137	16	2.3	0.000106323882915204	0.000583511275520983	14	1.7	0.01356812016429	0.05504845388775	8	2.1	0.0277749909703317	0.105918226435478	9	1.86971912273952	0.0357590494434634	0.35304282480524	134	M8
adipose	M479	NA	21	CAP1		-0.346628737050443	1.70004664128133e-08	6.41707746286474e-08	0.324339491472229	1.96649743305057e-07	8.43234099292086e-07	0.229708815815291	0.000445077688183363	0.00176712326567617	15	2.4	0.000110010103407682	0.000601006499251029	17	2.2	3.40524718905726e-05	0.000197676443321447	8	2.3	0.0156977167574901	0.0626869086408378	8	1.82025565388397	0.0545203964869664	0.407778359243586	135	M140
adipose	M684	GO_NEGATIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	21	PMEPA1	PMEPA1	0.230371317954958	0.000232151553546443	0.000529503117876142	-0.294086670282398	2.68866763586465e-06	9.29758614724807e-06	-0.226020192165611	0.000552556876801511	0.00211550347118293	15	2.4	0.000110010103407682	0.000601006499251029	11	1.5	0.0943834023487869	0.321770694650564	7	2	0.0482768531742454	0.176296396451597	6	1.36519174041298	0.26557650015041	0.797645420758	136	M304
adipose	M288	GO_MITOCHONDRIAL_PART	67	DCI,BCKDHA,C17orf61		-0.48428872569666	3.64324595281446e-16	3.55050878310645e-15	0.317060465662844	3.78978200675964e-07	1.51591280270385e-06	0.284490648194731	1.17653691557854e-05	7.00693096388996e-05	35	1.7	0.000119348841054913	0.000646897538481909	50	2.1	1.46631942751072e-10	1.48294309508897e-09	27	2.4	3.78091932783574e-06	2.42285668269577e-05	13	0.927107823713292	0.667931649427398	1	137	M48
adipose	M515	GO_RESPIRATORY_CHAIN	34	COX8A		-0.433669546549132	6.22561809015491e-13	4.11966826706547e-12	0.241051925253004	0.000134567074524655	0.000377633256257671	0.226298392719023	0.000543680829906545	0.00209649586208567	21	2.1	0.000126493120064839	0.00068331781768509	30	2.4	4.35085681027549e-10	4.23155912354213e-09	14	2.5	0.000629849558310208	0.0031067426066344	7	0.983741107062294	0.58704852973886	1	138	M173
adipose	M670	GO_MITOCHONDRIAL_PROTEIN_COMPLEX	55	DCI,C17orf61		-0.493532538135943	8.15205950031359e-17	8.24434696635487e-16	0.325440737374944	1.77799798277283e-07	7.68553966746966e-07	0.291554673239805	6.93709404211959e-06	4.42652667449535e-05	30	1.8	0.000130116419287794	0.000701320230887508	43	2.2	2.17559988538494e-10	2.16840781964813e-09	24	2.6	2.43666727261885e-06	1.61072869378379e-05	11	0.955634218289086	0.620215201919299	1	139	M288
adipose	M838	NA	10	GMPPA,TRIM26		0.254460781963329	4.53015346647493e-05	0.000114535955567479	-0.311810199234267	6.01854438271665e-07	2.3042427065258e-06	-0.203576214540031	0.00191488701679508	0.00600221895322903	9	3	0.00014541383417562	0.000779418151181324	5	1.4	0.273472122859865	0.804408244314626	4	2.4	0.0701041385472773	0.245772067116327	2	0.955634218289086	0.651653619193232	1	140	M529
adipose	M781	NA	12	SCP2		-0.438913563129359	3.04494473524065e-13	2.09242356165255e-12	0.35824633685976	7.32279190424018e-09	3.84805535360072e-08	0.27452771419149	2.41995501101536e-05	0.000135114154781691	10	2.8	0.000208980535721422	0.00109817222692826	11	2.5	0.000109070032980861	0.000597223426900879	7	3.5	0.00130349413753419	0.00612274169373412	1	0.398180924287119	0.940328016460545	1	141	M415
adipose	M372	GO_NCRNA_METABOLIC_PROCESS	35	SRPRB,HNRNPAB,METTL1	METTL1	0.276964139654382	8.44963925872514e-06	2.38368770667193e-05	-0.313533415278963	5.17589232473273e-07	2.02502064675675e-06	-0.19906778713189	0.00242153842142468	0.0073746851925206	21	2	0.000226856600914119	0.00118822610511369	18	1.4	0.0455982633036911	0.167863614170202	9	1.5	0.117105045731817	0.38959637283468	8	1.09215339233038	0.454942373611125	1	142	M78
adipose	M405	NA	42	PSIP1,AKAP11	AKAP11	-0.104484943379021	0.0986133195356644	0.144417320412886	0.224910933421948	0.000377574212081701	0.00099205773370486	0.158639426213006	0.0160381364008696	0.0377036890827462	24	1.9	0.000235392258701629	0.00123159680691612	11	0.7	0.936484255973185	1	7	1	0.566368415559296	1	14	1.59272369714848	0.042036376163669	0.369368813503714	143	M92
adipose	M477	NA	22	LOC728139,LOC285900,LOC644315	LOC728139	-0.348393564916914	1.42217296994713e-08	5.40627455242313e-08	0.319736186856924	2.98367561446191e-07	1.23972878244309e-06	0.253392364346413	0.000102097821659841	0.000493012904591667	15	2.3	0.000249451128788375	0.00130092134624337	16	2	0.000521909543558389	0.00260900687888671	9	2.4	0.00618606300925262	0.0262458821078581	3	0.651568785197104	0.868870951206094	1	144	M138
adipose	M65	NA	34	RSBN1	RSBN1	-0.374707372282253	8.6944749834376e-10	3.75825692832464e-09	0.35405297627193	1.12395996295941e-08	5.73754800139281e-08	0.257073095781812	8.01496998089246e-05	0.000396028184547687	20	2	0.000460932664034992	0.00232587779425188	24	2	4.54905996982823e-05	0.000262495996345112	14	2.5	0.000629849558310208	0.0031067426066344	7	0.983741107062294	0.58704852973886	1	145	M12
adipose	M384	GO_ORGANELLE_INNER_MEMBRANE	23	LOC729769,LOC647081		-0.408835599144928	1.56462961327753e-11	9.0176502442662e-11	0.345317984064079	2.6899664881504e-08	1.32277251160423e-07	0.264368954621397	4.90775027131587e-05	0.000255393606351972	15	2.2	0.00051781471480057	0.0025939129638608	21	2.5	5.51661122180096e-08	4.38420634826488e-07	12	3.1	0.000100985577080304	0.000556747912954728	6	1.24647941515968	0.346406792415283	0.89427414921896	146	M82
adipose	M157	NA	23	COX7C	COX7C	-0.450371853192536	6.11005913248462e-14	4.48628999316679e-13	0.302687836121398	1.31651437870587e-06	4.73591749655267e-06	0.238527378747756	0.000261658230694758	0.00113103880364831	15	2.2	0.00051781471480057	0.0025939129638608	19	2.3	6.47071697894215e-06	4.05386216966454e-05	9	2.3	0.00867911590908793	0.036155488035786	4	0.830986276773118	0.740019187412588	1	147	M25
adipose	M241	GO_VACUOLE	23	MKNK1		0.301991986658621	1.08882717172609e-06	3.3349220802582e-06	-0.317256771209924	3.72416225797695e-07	1.50086539118469e-06	-0.216868183179764	0.000931172987347631	0.00334972296119685	15	2.2	0.00051781471480057	0.0025939129638608	16	1.9	0.0011395874076529	0.00545915556555866	8	2.1	0.0277749909703317	0.105918226435478	6	1.24647941515968	0.346406792415283	0.89427414921896	148	M35
adipose	M164	NA	19	HADH		-0.504126438201309	1.38519513712054e-17	1.48492918699321e-16	0.397269622307017	9.97598997340863e-11	7.12950750099603e-10	0.289268397415217	8.24341120800231e-06	5.19819812645793e-05	13	2.3	0.000625867949920902	0.00309342929346151	16	2.3	2.3250047031182e-05	0.000138260895252976	7	2.2	0.0282932587955615	0.107724293946163	7	1.7603788231641	0.0828949183887433	0.504905412004164	149	M25
adipose	M459	NA	13	RERGL		-0.273396159342958	1.11393140140286e-05	3.07766613995842e-05	0.278412055284959	9.31762400504069e-06	2.99056674652803e-05	0.2461448453193	0.000162716520467114	0.000758400478003245	10	2.6	0.000659989144525604	0.00324545120610756	8	1.7	0.0553406149786997	0.199822699593748	4	1.8	0.158847385689138	0.505795239976504	2	0.735103244837758	0.790355429633345	1	150	M130
adipose	M92	NA	73	PSIP1,AKAP11,SP3,SENP7	VPS36,XRN1	-0.0918177215629786	0.146927251451369	0.202971666953437	0.224782347242239	0.00038058150977296	0.000995081410918569	0.167277948007182	0.0110534982536493	0.0275566282044467	35	1.6	0.000968925224659109	0.00467877405781336	17	0.6	0.993477929566786	1	12	1	0.572606681741843	1	22	1.43999676728492	0.0405339486416622	0.366825163668447	151	M13
adipose	M675	GO_CELL_JUNCTION	20	CDH5,AIF1L		-0.26786072418577	1.69729281239119e-05	4.57160275096319e-05	0.284993732847017	5.57959945075173e-06	1.82357640585544e-05	0.209006551228895	0.00143383684382003	0.00477351893346295	13	2.2	0.00129633534410602	0.00610099678045603	13	1.8	0.00811814283923773	0.033935806808044	10	3	0.000604184051974875	0.00298931678638646	8	1.91126843657817	0.0410625183210949	0.366825163668447	152	M295
adipose	M29	GO_IMMUNE_RESPONSE	593	RAC2,CMTM2,FAM65B,GPSM3,MMP25,FPR1,MXD1,FYB,SEMA4D,SLC25A39,CORO1A,NFE2,WAS,FGR,NKG7,EVI2B,ITK,HCK,IL7R,FGD3,PSCDBP,TUBB1,AMICA1,CD3D,PTPN6,GZMA,GP9,ADAM8,P2RY13,LTB,PRKCB1,CSF3R,LOC100134530,CD48,SORL1,ARHGDIB,SLC12A9,VCAN,RGS18,SMAP2,SLAMF6	S100A8,FAM65B,MMP25,FYB,SEMA4D,S100A9,TUBB1,CSF3R	0.259535942727478	3.14296025666741e-05	8.1777995027851e-05	-0.214735695383056	0.000697699986944583	0.00171544583946008	-0.152568833640579	0.0206248520046057	0.0449387019287343	212	1.2	0.00144064209482309	0.0067472402576957	277	1.3	5.26540176749858e-08	4.19146833769194e-07	109	1.1	0.145396328944304	0.470417096463663	120	0.966914892029429	0.679562104678109	1	153	M6
adipose	M140	NA	27	CAP1,TAGLN2	TAGLN2	-0.331739448585065	7.3373876195115e-08	2.63948977453568e-07	0.329953749500422	1.17157659895677e-07	5.23304214200689e-07	0.228987171471953	0.000464443075085086	0.00183045211945298	16	2	0.00153084032181538	0.00713504706515689	17	1.7	0.00409001234956286	0.0178392582046033	8	1.8	0.0682626213589243	0.240364149952884	11	1.9466622965148	0.015304169747099	0.205075874611127	154	M18
adipose	M692	NA	10	SRPX2		0.519088960762199	1.01803121855636e-18	1.24014712078683e-17	-0.480785741391118	1.23736885417824e-15	1.579118347237e-14	-0.355366185283733	2.99061039627243e-08	3.90967603024883e-07	8	2.7	0.00160737281718238	0.00745573699046902	8	2.2	0.00601325704504888	0.0255802045725889	7	4.2	0.000269832588168412	0.00140266422987545	1	0.477817109144543	0.904527177713745	1	155	M308
adipose	M584	GO_CELL_CYCLE_PROCESS	10	CEP55		0.293087403656582	2.30844966882452e-06	6.76136077863356e-06	-0.348934520754842	1.8803212104692e-08	9.50803932841032e-08	-0.23438939214744	0.000336563095232291	0.0013876755311116	8	2.7	0.00160737281718238	0.00745573699046902	5	1.4	0.273472122859865	0.804408244314626	4	2.4	0.0701041385472773	0.245772067116327	3	1.43345132743363	0.350368603238772	0.89427414921896	156	M207
adipose	M876	NA	10	CAPN1,QSOX1		0.474887820430732	1.5956582770683e-15	1.44961497713324e-14	-0.42148010232492	5.1571409476999e-12	4.38766277455103e-11	-0.272989225670047	2.69837963024918e-05	0.000146094089072077	8	2.7	0.00160737281718238	0.00745573699046902	9	2.5	0.000704051197856659	0.00343759410775356	3	1.8	0.225641528938934	0.682014245364296	0	0	1	1	157	M680
adipose	M228	REACTOME_AXON_GUIDANCE	76	ARHGDIA,PKM2,GNAI2,DLGAP4,RAB5C	ARHGDIA	0.298002815435183	1.52938605995614e-06	4.55417182298052e-06	-0.259103973754915	3.89438210622071e-05	0.000117269034209792	-0.206991077006831	0.00159770758990262	0.00519012889810791	35	1.5	0.00232760697795146	0.0105430761142139	50	1.8	1.36455879554791e-07	1.02693161150127e-06	19	1.5	0.0418215692671646	0.154832885759633	16	1.00593075609377	0.534831371674086	1	158	M34
adipose	M757	GO_TRNA_METABOLIC_PROCESS	21	SRPRB,METTL1	METTL1	0.247090320454333	7.60141830002799e-05	0.000185198191309773	-0.305596141095078	1.02871244399324e-06	3.80268875848537e-06	-0.180409112780935	0.00607544617655508	0.0163640158323293	13	2.1	0.0024692837682248	0.0111533940991727	11	1.5	0.0943834023487869	0.321770694650564	5	1.4	0.266257171733011	0.787997390215541	3	0.68259587020649	0.846646886514949	1	159	M372
adipose	M580	GO_HETEROCHROMATIN	26	H2AFY	DNMT1	0.263047764250632	2.42967110216366e-05	6.44704807306792e-05	-0.312173384650938	5.8306873050421e-07	2.24838014064933e-06	-0.152744928671728	0.0204772861146236	0.0447992871732173	15	1.9	0.00308597155659128	0.0137585275314199	12	1.3	0.193164068064448	0.598473644407769	4	0.9	0.652325569615381	1	7	1.28643067846608	0.293024043699909	0.844413373242749	160	M206
adipose	M470	GO_CYTOSOLIC_RIBOSOME	17	LOC651436,LOC389404	LOC100133812	-0.445550924780685	1.20980356275217e-13	8.42148973552163e-13	0.364703862248305	3.73947281628488e-09	2.04526268319255e-08	0.32060887358929	6.78085801986138e-07	6.49024981901018e-06	11	2.2	0.00327503287743958	0.0145342765416454	13	2.1	0.000829556544671238	0.00402999070643913	9	3.2	0.000669588810597177	0.00327928570793988	5	1.40534443866042	0.273982268052421	0.798122259109227	161	M135
adipose	M233	NA	15	PALLD		0.45306861338325	4.14993864885784e-14	3.13291143068704e-13	-0.379079716521531	7.93219661503227e-10	4.88696251224977e-09	-0.294737208648703	5.44241621912017e-06	3.64641886681051e-05	10	2.2	0.00369516137280243	0.0161755521437377	12	2.2	0.000664485013255318	0.00325759726010534	8	3.2	0.00126864395790887	0.00598819809486534	6	1.91126843657817	0.0737063190957653	0.470316512325359	162	M34
adipose	M392	NA	13	ARPC5,C6orf115		0.358763968183021	4.87236632593295e-09	1.94972439324932e-08	-0.256063454778273	4.83010086613597e-05	0.000143829670236049	-0.171958031075938	0.00897098827061823	0.0229208428817269	9	2.3	0.00407538135528946	0.0177915291021867	11	2.3	0.000475244830447442	0.00239059547661988	2	0.9	0.664734781896946	1	3	1.10265486725664	0.532195616480031	1	163	M85
adipose	M582	GO_CELL_CYCLE_PROCESS	11	TOP2A		0.345063880004361	1.98969747080224e-08	7.40609614131944e-08	-0.385701703230833	3.78405532249727e-10	2.38618076806886e-09	-0.222966891765568	0.000659185679762424	0.00247079387659202	8	2.4	0.00433515322120594	0.0187895589749303	8	2	0.0150604984401533	0.0604424662856069	4	2.2	0.0960678383779122	0.326820347203842	0	0	1	1	164	M207
adipose	M533	NA	11	MLPH		0.315831712905409	3.21926645529349e-07	1.05215050002275e-06	-0.25103811339132	6.85493793162867e-05	0.000200778509909998	-0.190285232427083	0.00377221031503542	0.0108123247532566	8	2.4	0.00433515322120594	0.0187895589749303	8	2	0.0150604984401533	0.0604424662856069	0	0	1	1	3	1.30313757039421	0.413424795112611	0.963459522523302	165	M184
